Sentence,Tags
Family screening in the initial cohort identified 18 men from five families with severe hyperglycerolemia ( values above 2 . 0 mmol / liter ) and demonstrated an X - linked pattern of inheritance .,"(('Family', 'O'), ('screening', 'O'), ('in', 'O'), ('the', 'O'), ('initial', 'O'), ('cohort', 'O'), ('identified', 'O'), ('18', 'O'), ('men', 'O'), ('from', 'O'), ('five', 'O'), ('families', 'O'), ('with', 'O'), ('severe', 'O'), ('hyperglycerolemia', 'B'), ('(', 'O'), ('values', 'O'), ('above', 'O'), ('2', 'O'), ('.', 'O'), ('0', 'O'), ('mmol', 'O'), ('/', 'O'), ('liter', 'O'), (')', 'O'), ('and', 'O'), ('demonstrated', 'O'), ('an', 'O'), ('X', 'O'), ('-', 'O'), ('linked', 'O'), ('pattern', 'O'), ('of', 'O'), ('inheritance', 'O'), ('.', 'O'))"
Linkage analysis of the data from 12 microsatellite markers surrounding the Xp21 .,"(('Linkage', 'O'), ('analysis', 'O'), ('of', 'O'), ('the', 'O'), ('data', 'O'), ('from', 'O'), ('12', 'O'), ('microsatellite', 'O'), ('markers', 'O'), ('surrounding', 'O'), ('the', 'O'), ('Xp21', 'O'), ('.', 'O'))"
3 GK gene resulted in a peak LOD score of 3 .,"(('3', 'O'), ('GK', 'O'), ('gene', 'O'), ('resulted', 'O'), ('in', 'O'), ('a', 'O'), ('peak', 'O'), ('LOD', 'O'), ('score', 'O'), ('of', 'O'), ('3', 'O'), ('.', 'O'))"
"46 , centered around marker DXS8039 .","(('46', 'O'), (',', 'O'), ('centered', 'O'), ('around', 'O'), ('marker', 'O'), ('DXS8039', 'O'), ('.', 'O'))"
"In addition , since all of the families originated in a population with a proven founder effect - the Saguenay Lac - St .","(('In', 'O'), ('addition', 'O'), (',', 'O'), ('since', 'O'), ('all', 'O'), ('of', 'O'), ('the', 'O'), ('families', 'O'), ('originated', 'O'), ('in', 'O'), ('a', 'O'), ('population', 'O'), ('with', 'O'), ('a', 'O'), ('proven', 'O'), ('founder', 'O'), ('effect', 'O'), ('-', 'O'), ('the', 'O'), ('Saguenay', 'O'), ('Lac', 'O'), ('-', 'O'), ('St', 'O'), ('.', 'O'))"
- Jean region of Quebec - a common disease haplotype was sought .,"(('-', 'O'), ('Jean', 'O'), ('region', 'O'), ('of', 'O'), ('Quebec', 'O'), ('-', 'O'), ('a', 'O'), ('common', 'O'), ('disease', 'O'), ('haplotype', 'O'), ('was', 'O'), ('sought', 'O'), ('.', 'O'))"
"Indeed , a six - marker haplotype extending over a region of 5 .","(('Indeed', 'O'), (',', 'O'), ('a', 'O'), ('six', 'O'), ('-', 'O'), ('marker', 'O'), ('haplotype', 'O'), ('extending', 'O'), ('over', 'O'), ('a', 'O'), ('region', 'O'), ('of', 'O'), ('5', 'O'), ('.', 'O'))"
5 cM was observed in all families .,"(('5', 'O'), ('cM', 'O'), ('was', 'O'), ('observed', 'O'), ('in', 'O'), ('all', 'O'), ('families', 'O'), ('.', 'O'))"
"Resequencing of the GK gene in family members led to the discovery of a N288D missense mutation in exon 10 , which resulted in the substitution of a highly conserved asparagine residue by a negatively charged aspartic acid .","(('Resequencing', 'O'), ('of', 'O'), ('the', 'O'), ('GK', 'O'), ('gene', 'O'), ('in', 'O'), ('family', 'O'), ('members', 'O'), ('led', 'O'), ('to', 'O'), ('the', 'O'), ('discovery', 'O'), ('of', 'O'), ('a', 'O'), ('N288D', 'O'), ('missense', 'O'), ('mutation', 'O'), ('in', 'O'), ('exon', 'O'), ('10', 'O'), (',', 'O'), ('which', 'O'), ('resulted', 'O'), ('in', 'O'), ('the', 'O'), ('substitution', 'O'), ('of', 'O'), ('a', 'O'), ('highly', 'O'), ('conserved', 'O'), ('asparagine', 'O'), ('residue', 'O'), ('by', 'O'), ('a', 'O'), ('negatively', 'O'), ('charged', 'O'), ('aspartic', 'O'), ('acid', 'O'), ('.', 'O'))"
Clinical and molecular genetics of primary dystonias .,"(('Clinical', 'O'), ('and', 'O'), ('molecular', 'O'), ('genetics', 'O'), ('of', 'O'), ('primary', 'B'), ('dystonias', 'I'), ('.', 'O'))"
Primary dystonias are movement disorders with dystonia as a major symptom .,"(('Primary', 'B'), ('dystonias', 'I'), ('are', 'O'), ('movement', 'B'), ('disorders', 'I'), ('with', 'O'), ('dystonia', 'B'), ('as', 'O'), ('a', 'O'), ('major', 'O'), ('symptom', 'O'), ('.', 'O'))"
They are frequently inherited as Mendelian traits .,"(('They', 'O'), ('are', 'O'), ('frequently', 'O'), ('inherited', 'O'), ('as', 'O'), ('Mendelian', 'O'), ('traits', 'O'), ('.', 'O'))"
There are at least eight clinically distinct autosomal dominant and two X - linked recessive forms .,"(('There', 'O'), ('are', 'O'), ('at', 'O'), ('least', 'O'), ('eight', 'O'), ('clinically', 'O'), ('distinct', 'O'), ('autosomal', 'O'), ('dominant', 'O'), ('and', 'O'), ('two', 'O'), ('X', 'O'), ('-', 'O'), ('linked', 'O'), ('recessive', 'O'), ('forms', 'O'), ('.', 'O'))"
"In addition , pedigree analyses suggest the occurrence of an autosomal recessive variant .","(('In', 'O'), ('addition', 'O'), (',', 'O'), ('pedigree', 'O'), ('analyses', 'O'), ('suggest', 'O'), ('the', 'O'), ('occurrence', 'O'), ('of', 'O'), ('an', 'O'), ('autosomal', 'O'), ('recessive', 'O'), ('variant', 'O'), ('.', 'O'))"
The clinical classification is increasingly being replaced by a genetic one .,"(('The', 'O'), ('clinical', 'O'), ('classification', 'O'), ('is', 'O'), ('increasingly', 'O'), ('being', 'O'), ('replaced', 'O'), ('by', 'O'), ('a', 'O'), ('genetic', 'O'), ('one', 'O'), ('.', 'O'))"
"To date gene loci have been identified in at least six autosomal dominant forms , i . e . , in idiopathic torsion dystonia ( 9q34 ) , focal dystonia ( 18p ) , adult - onset idiopathic torsion dystonia of mixed type ( 8p21 - q22 ) , dopa - responsive dystonia ( 14q22 . 1 - q22 . 2 ) , and paroxysmal dystonic choreoathetosis ( 2q25 - q33 ; 1p21 -","(('To', 'O'), ('date', 'O'), ('gene', 'O'), ('loci', 'O'), ('have', 'O'), ('been', 'O'), ('identified', 'O'), ('in', 'O'), ('at', 'O'), ('least', 'O'), ('six', 'O'), ('autosomal', 'O'), ('dominant', 'O'), ('forms', 'O'), (',', 'O'), ('i', 'O'), ('.', 'O'), ('e', 'O'), ('.', 'O'), (',', 'O'), ('in', 'O'), ('idiopathic', 'B'), ('torsion', 'I'), ('dystonia', 'I'), ('(', 'O'), ('9q34', 'O'), (')', 'O'), (',', 'O'), ('focal', 'B'), ('dystonia', 'I'), ('(', 'O'), ('18p', 'O'), (')', 'O'), (',', 'O'), ('adult', 'O'), ('-', 'O'), ('onset', 'O'), ('idiopathic', 'B'), ('torsion', 'I'), ('dystonia', 'I'), ('of', 'O'), ('mixed', 'O'), ('type', 'O'), ('(', 'O'), ('8p21', 'O'), ('-', 'O'), ('q22', 'O'), (')', 'O'), (',', 'O'), ('dopa', 'B'), ('-', 'I'), ('responsive', 'I'), ('dystonia', 'I'), ('(', 'O'), ('14q22', 'O'), ('.', 'O'), ('1', 'O'), ('-', 'O'), ('q22', 'O'), ('.', 'O'), ('2', 'O'), (')', 'O'), (',', 'O'), ('and', 'O'), ('paroxysmal', 'B'), ('dystonic', 'I'), ('choreoathetosis', 'I'), ('(', 'O'), ('2q25', 'O'), ('-', 'O'), ('q33', 'O'), (';', 'O'), ('1p21', 'O'), ('-', 'O'))"
p13 . 3 ) .,"(('p13', 'O'), ('.', 'O'), ('3', 'O'), (')', 'O'), ('.', 'O'))"
Gene loci in the X - linked recessive forms have been assigned to Xq13 .,"(('Gene', 'O'), ('loci', 'O'), ('in', 'O'), ('the', 'O'), ('X', 'O'), ('-', 'O'), ('linked', 'O'), ('recessive', 'O'), ('forms', 'O'), ('have', 'O'), ('been', 'O'), ('assigned', 'O'), ('to', 'O'), ('Xq13', 'O'), ('.', 'O'))"
"1 in the X - linked dystonia parkinsonism syndrome and to Xq22 in X - linked sensorineural deafness , dystonia , and mental retardation .","(('1', 'O'), ('in', 'O'), ('the', 'O'), ('X', 'B'), ('-', 'I'), ('linked', 'I'), ('dystonia', 'I'), ('parkinsonism', 'I'), ('syndrome', 'I'), ('and', 'O'), ('to', 'O'), ('Xq22', 'O'), ('in', 'O'), ('X', 'B'), ('-', 'I'), ('linked', 'I'), ('sensorineural', 'I'), ('deafness', 'I'), (',', 'O'), ('dystonia', 'B'), (',', 'O'), ('and', 'O'), ('mental', 'B'), ('retardation', 'I'), ('.', 'O'))"
The disease genes have been identified in two autosomal dominant forms and in one X - linked recessive form .,"(('The', 'O'), ('disease', 'O'), ('genes', 'O'), ('have', 'O'), ('been', 'O'), ('identified', 'O'), ('in', 'O'), ('two', 'O'), ('autosomal', 'O'), ('dominant', 'O'), ('forms', 'O'), ('and', 'O'), ('in', 'O'), ('one', 'O'), ('X', 'O'), ('-', 'O'), ('linked', 'O'), ('recessive', 'O'), ('form', 'O'), ('.', 'O'))"
"Mutations in a gene coding for an ATP - binding protein were detected in idiopathic torsion dystonia ( DYT1 ) , and the GTP cyclohydrolase 1 gene is mutated in dopa - responsive dystonia ( DYT5 ) .","(('Mutations', 'O'), ('in', 'O'), ('a', 'O'), ('gene', 'O'), ('coding', 'O'), ('for', 'O'), ('an', 'O'), ('ATP', 'O'), ('-', 'O'), ('binding', 'O'), ('protein', 'O'), ('were', 'O'), ('detected', 'O'), ('in', 'O'), ('idiopathic', 'B'), ('torsion', 'I'), ('dystonia', 'I'), ('(', 'O'), ('DYT1', 'O'), (')', 'O'), (',', 'O'), ('and', 'O'), ('the', 'O'), ('GTP', 'O'), ('cyclohydrolase', 'O'), ('1', 'O'), ('gene', 'O'), ('is', 'O'), ('mutated', 'O'), ('in', 'O'), ('dopa', 'B'), ('-', 'I'), ('responsive', 'I'), ('dystonia', 'I'), ('(', 'O'), ('DYT5', 'O'), (')', 'O'), ('.', 'O'))"
"In sensorineural deafness , dystonia , and mental retardation , mutations were found in the gene DDP coding for a polypeptide of unknown function .","(('In', 'O'), ('sensorineural', 'B'), ('deafness', 'I'), (',', 'O'), ('dystonia', 'B'), (',', 'O'), ('and', 'O'), ('mental', 'B'), ('retardation', 'I'), (',', 'O'), ('mutations', 'O'), ('were', 'O'), ('found', 'O'), ('in', 'O'), ('the', 'O'), ('gene', 'O'), ('DDP', 'O'), ('coding', 'O'), ('for', 'O'), ('a', 'O'), ('polypeptide', 'O'), ('of', 'O'), ('unknown', 'O'), ('function', 'O'), ('.', 'O'))"
"This article reviews the clinical and molecular genetics of primary dystonias , critically discusses present findings , and proposes referring to the known forms , most of which can be distinguished by genetic criteria , as dystonias 1 - 12 .","(('This', 'O'), ('article', 'O'), ('reviews', 'O'), ('the', 'O'), ('clinical', 'O'), ('and', 'O'), ('molecular', 'O'), ('genetics', 'O'), ('of', 'O'), ('primary', 'B'), ('dystonias', 'I'), (',', 'O'), ('critically', 'O'), ('discusses', 'O'), ('present', 'O'), ('findings', 'O'), (',', 'O'), ('and', 'O'), ('proposes', 'O'), ('referring', 'O'), ('to', 'O'), ('the', 'O'), ('known', 'O'), ('forms', 'O'), (',', 'O'), ('most', 'O'), ('of', 'O'), ('which', 'O'), ('can', 'O'), ('be', 'O'), ('distinguished', 'O'), ('by', 'O'), ('genetic', 'O'), ('criteria', 'O'), (',', 'O'), ('as', 'O'), ('dystonias', 'B'), ('1', 'I'), ('-', 'I'), ('12', 'I'), ('.', 'O'))"
"Determination of 30 X - linked adrenoleukodystrophy mutations , including 15 not previously described .","(('Determination', 'O'), ('of', 'O'), ('30', 'O'), ('X', 'B'), ('-', 'I'), ('linked', 'I'), ('adrenoleukodystrophy', 'I'), ('mutations', 'O'), (',', 'O'), ('including', 'O'), ('15', 'O'), ('not', 'O'), ('previously', 'O'), ('described', 'O'), ('.', 'O'))"
X - linked Adrenoleukodystrophy ( X - ALD ) is the most frequent peroxisomal disease .,"(('X', 'B'), ('-', 'I'), ('linked', 'I'), ('Adrenoleukodystrophy', 'I'), ('(', 'O'), ('X', 'B'), ('-', 'I'), ('ALD', 'I'), (')', 'O'), ('is', 'O'), ('the', 'O'), ('most', 'O'), ('frequent', 'O'), ('peroxisomal', 'B'), ('disease', 'I'), ('.', 'O'))"
"It mainly involves the nervous system white matter , adrenal cortex and testes .","(('It', 'O'), ('mainly', 'O'), ('involves', 'O'), ('the', 'O'), ('nervous', 'O'), ('system', 'O'), ('white', 'O'), ('matter', 'O'), (',', 'O'), ('adrenal', 'O'), ('cortex', 'O'), ('and', 'O'), ('testes', 'O'), ('.', 'O'))"
Several distinct clinical phenotypes are known .,"(('Several', 'O'), ('distinct', 'O'), ('clinical', 'O'), ('phenotypes', 'O'), ('are', 'O'), ('known', 'O'), ('.', 'O'))"
"The principal biochemical abnormality is the accumulation of saturated very - long - chain fatty acids ( VLCFAs > C22 0 , mainly C26 0 ) , which is due to impaired capacity for beta - oxidation in peroxisomes .","(('The', 'O'), ('principal', 'O'), ('biochemical', 'O'), ('abnormality', 'O'), ('is', 'O'), ('the', 'O'), ('accumulation', 'O'), ('of', 'O'), ('saturated', 'O'), ('very', 'O'), ('-', 'O'), ('long', 'O'), ('-', 'O'), ('chain', 'O'), ('fatty', 'O'), ('acids', 'O'), ('(', 'O'), ('VLCFAs', 'O'), ('>', 'O'), ('C22', 'O'), ('0', 'O'), (',', 'O'), ('mainly', 'O'), ('C26', 'O'), ('0', 'O'), (')', 'O'), (',', 'O'), ('which', 'O'), ('is', 'O'), ('due', 'O'), ('to', 'O'), ('impaired', 'O'), ('capacity', 'O'), ('for', 'O'), ('beta', 'O'), ('-', 'O'), ('oxidation', 'O'), ('in', 'O'), ('peroxisomes', 'O'), ('.', 'O'))"
Diagnosis is usually based on the VLCFA levels in plasma or cultured skin fibroblasts in both patients and carriers .,"(('Diagnosis', 'O'), ('is', 'O'), ('usually', 'O'), ('based', 'O'), ('on', 'O'), ('the', 'O'), ('VLCFA', 'O'), ('levels', 'O'), ('in', 'O'), ('plasma', 'O'), ('or', 'O'), ('cultured', 'O'), ('skin', 'O'), ('fibroblasts', 'O'), ('in', 'O'), ('both', 'O'), ('patients', 'O'), ('and', 'O'), ('carriers', 'O'), ('.', 'O'))"
In 0 .,"(('In', 'O'), ('0', 'O'), ('.', 'O'))"
"1 % of affected males , however , the plasma C26 0 level is borderline normal , and 15 % of obligate female carriers have normal results .","(('1', 'O'), ('%', 'O'), ('of', 'O'), ('affected', 'O'), ('males', 'O'), (',', 'O'), ('however', 'O'), (',', 'O'), ('the', 'O'), ('plasma', 'O'), ('C26', 'O'), ('0', 'O'), ('level', 'O'), ('is', 'O'), ('borderline', 'O'), ('normal', 'O'), (',', 'O'), ('and', 'O'), ('15', 'O'), ('%', 'O'), ('of', 'O'), ('obligate', 'O'), ('female', 'O'), ('carriers', 'O'), ('have', 'O'), ('normal', 'O'), ('results', 'O'), ('.', 'O'))"
Effective mutation detection in these families is therefore fundamental to unambiguously determine the genetic status of each individual at risk .,"(('Effective', 'O'), ('mutation', 'O'), ('detection', 'O'), ('in', 'O'), ('these', 'O'), ('families', 'O'), ('is', 'O'), ('therefore', 'O'), ('fundamental', 'O'), ('to', 'O'), ('unambiguously', 'O'), ('determine', 'O'), ('the', 'O'), ('genetic', 'O'), ('status', 'O'), ('of', 'O'), ('each', 'O'), ('individual', 'O'), ('at', 'O'), ('risk', 'O'), ('.', 'O'))"
"Of particular concern are female members of kindreds segregating X - ALD mutations , because normal VLCFA levels do not guarantee lack of carrier status .","(('Of', 'O'), ('particular', 'O'), ('concern', 'O'), ('are', 'O'), ('female', 'O'), ('members', 'O'), ('of', 'O'), ('kindreds', 'O'), ('segregating', 'O'), ('X', 'B'), ('-', 'I'), ('ALD', 'I'), ('mutations', 'O'), (',', 'O'), ('because', 'O'), ('normal', 'O'), ('VLCFA', 'O'), ('levels', 'O'), ('do', 'O'), ('not', 'O'), ('guarantee', 'O'), ('lack', 'O'), ('of', 'O'), ('carrier', 'O'), ('status', 'O'), ('.', 'O'))"
We describe a fast method for detection of X - ALD mutations .,"(('We', 'O'), ('describe', 'O'), ('a', 'O'), ('fast', 'O'), ('method', 'O'), ('for', 'O'), ('detection', 'O'), ('of', 'O'), ('X', 'B'), ('-', 'I'), ('ALD', 'I'), ('mutations', 'O'), ('.', 'O'))"
The method is based on SSCP analysis of nested PCR fragments followed by sequence - determination reactions .,"(('The', 'O'), ('method', 'O'), ('is', 'O'), ('based', 'O'), ('on', 'O'), ('SSCP', 'O'), ('analysis', 'O'), ('of', 'O'), ('nested', 'O'), ('PCR', 'O'), ('fragments', 'O'), ('followed', 'O'), ('by', 'O'), ('sequence', 'O'), ('-', 'O'), ('determination', 'O'), ('reactions', 'O'), ('.', 'O'))"
"Using this methodology we have found X - ALD mutations in 30 kindreds , including 15 not previously reported .","(('Using', 'O'), ('this', 'O'), ('methodology', 'O'), ('we', 'O'), ('have', 'O'), ('found', 'O'), ('X', 'B'), ('-', 'I'), ('ALD', 'I'), ('mutations', 'O'), ('in', 'O'), ('30', 'O'), ('kindreds', 'O'), (',', 'O'), ('including', 'O'), ('15', 'O'), ('not', 'O'), ('previously', 'O'), ('reported', 'O'), ('.', 'O'))"
beta - galactosidase gene mutations affecting the lysosomal enzyme and the elastin - binding protein in GM1 - gangliosidosis patients with cardiac involvement .,"(('beta', 'O'), ('-', 'O'), ('galactosidase', 'O'), ('gene', 'O'), ('mutations', 'O'), ('affecting', 'O'), ('the', 'O'), ('lysosomal', 'O'), ('enzyme', 'O'), ('and', 'O'), ('the', 'O'), ('elastin', 'O'), ('-', 'O'), ('binding', 'O'), ('protein', 'O'), ('in', 'O'), ('GM1', 'B'), ('-', 'I'), ('gangliosidosis', 'I'), ('patients', 'O'), ('with', 'O'), ('cardiac', 'B'), ('involvement', 'I'), ('.', 'O'))"
GM1 - gangliosidosis is a lysosomal storage disorder caused by deficiency of acid beta - galactosidase ( GLB1 ) .,"(('GM1', 'B'), ('-', 'I'), ('gangliosidosis', 'I'), ('is', 'O'), ('a', 'O'), ('lysosomal', 'B'), ('storage', 'I'), ('disorder', 'I'), ('caused', 'O'), ('by', 'O'), ('deficiency', 'B'), ('of', 'I'), ('acid', 'I'), ('beta', 'I'), ('-', 'I'), ('galactosidase', 'I'), ('(', 'O'), ('GLB1', 'O'), (')', 'O'), ('.', 'O'))"
"We report five new beta - galactosidase gene mutations in nine Italian patients and one fetus , segregating in seven unrelated families .","(('We', 'O'), ('report', 'O'), ('five', 'O'), ('new', 'O'), ('beta', 'O'), ('-', 'O'), ('galactosidase', 'O'), ('gene', 'O'), ('mutations', 'O'), ('in', 'O'), ('nine', 'O'), ('Italian', 'O'), ('patients', 'O'), ('and', 'O'), ('one', 'O'), ('fetus', 'O'), (',', 'O'), ('segregating', 'O'), ('in', 'O'), ('seven', 'O'), ('unrelated', 'O'), ('families', 'O'), ('.', 'O'))"
"Six of the eight patients with the infantile , severe form of the disease presented cardiac involvement , a feature rarely associated with GM1 - gangliosidosis .","(('Six', 'O'), ('of', 'O'), ('the', 'O'), ('eight', 'O'), ('patients', 'O'), ('with', 'O'), ('the', 'O'), ('infantile', 'O'), (',', 'O'), ('severe', 'O'), ('form', 'O'), ('of', 'O'), ('the', 'O'), ('disease', 'O'), ('presented', 'O'), ('cardiac', 'B'), ('involvement', 'I'), (',', 'O'), ('a', 'O'), ('feature', 'O'), ('rarely', 'O'), ('associated', 'O'), ('with', 'O'), ('GM1', 'B'), ('-', 'I'), ('gangliosidosis', 'I'), ('.', 'O'))"
"Molecular analysis of the patients RNA and DNA identified two new RNA splicing defects , three new and three previously described amino acid substitutions .","(('Molecular', 'O'), ('analysis', 'O'), ('of', 'O'), ('the', 'O'), ('patients', 'O'), ('RNA', 'O'), ('and', 'O'), ('DNA', 'O'), ('identified', 'O'), ('two', 'O'), ('new', 'O'), ('RNA', 'O'), ('splicing', 'O'), ('defects', 'O'), (',', 'O'), ('three', 'O'), ('new', 'O'), ('and', 'O'), ('three', 'O'), ('previously', 'O'), ('described', 'O'), ('amino', 'O'), ('acid', 'O'), ('substitutions', 'O'), ('.', 'O'))"
"Interestingly , all patients with cardiac involvement were homozygous for one of these mutations R59H , Y591C , Y591N , or IVS14 - 2A > G .","(('Interestingly', 'O'), (',', 'O'), ('all', 'O'), ('patients', 'O'), ('with', 'O'), ('cardiac', 'B'), ('involvement', 'I'), ('were', 'O'), ('homozygous', 'O'), ('for', 'O'), ('one', 'O'), ('of', 'O'), ('these', 'O'), ('mutations', 'O'), ('R59H', 'O'), (',', 'O'), ('Y591C', 'O'), (',', 'O'), ('Y591N', 'O'), (',', 'O'), ('or', 'O'), ('IVS14', 'O'), ('-', 'O'), ('2A', 'O'), ('>', 'O'), ('G', 'O'), ('.', 'O'))"
"In contrast , all other patients were compound heterozygous for one of the following mutations R201H , R482H , G579D , IVS8 + 2T > C .","(('In', 'O'), ('contrast', 'O'), (',', 'O'), ('all', 'O'), ('other', 'O'), ('patients', 'O'), ('were', 'O'), ('compound', 'O'), ('heterozygous', 'O'), ('for', 'O'), ('one', 'O'), ('of', 'O'), ('the', 'O'), ('following', 'O'), ('mutations', 'O'), ('R201H', 'O'), (',', 'O'), ('R482H', 'O'), (',', 'O'), ('G579D', 'O'), (',', 'O'), ('IVS8', 'O'), ('+', 'O'), ('2T', 'O'), ('>', 'O'), ('C', 'O'), ('.', 'O'))"
"Although we could not directly correlate the presence of cardiac abnormalities with specific genetic lesions , the mutations identified in patients with cardiomyopathy fell in the GLB1 cDNA region common to the lysosomal enzyme and the Hbeta - Gal - related protein , also known as the elastin binding protein ( EBP ) .","(('Although', 'O'), ('we', 'O'), ('could', 'O'), ('not', 'O'), ('directly', 'O'), ('correlate', 'O'), ('the', 'O'), ('presence', 'O'), ('of', 'O'), ('cardiac', 'B'), ('abnormalities', 'I'), ('with', 'O'), ('specific', 'O'), ('genetic', 'B'), ('lesions', 'I'), (',', 'O'), ('the', 'O'), ('mutations', 'O'), ('identified', 'O'), ('in', 'O'), ('patients', 'O'), ('with', 'O'), ('cardiomyopathy', 'B'), ('fell', 'O'), ('in', 'O'), ('the', 'O'), ('GLB1', 'O'), ('cDNA', 'O'), ('region', 'O'), ('common', 'O'), ('to', 'O'), ('the', 'O'), ('lysosomal', 'O'), ('enzyme', 'O'), ('and', 'O'), ('the', 'O'), ('Hbeta', 'O'), ('-', 'O'), ('Gal', 'O'), ('-', 'O'), ('related', 'O'), ('protein', 'O'), (',', 'O'), ('also', 'O'), ('known', 'O'), ('as', 'O'), ('the', 'O'), ('elastin', 'O'), ('binding', 'O'), ('protein', 'O'), ('(', 'O'), ('EBP', 'O'), (')', 'O'), ('.', 'O'))"
"Consequently , both molecules are affected by the mutations , and they may contribute differently to the occurrence of specific clinical manifestations . .","(('Consequently', 'O'), (',', 'O'), ('both', 'O'), ('molecules', 'O'), ('are', 'O'), ('affected', 'O'), ('by', 'O'), ('the', 'O'), ('mutations', 'O'), (',', 'O'), ('and', 'O'), ('they', 'O'), ('may', 'O'), ('contribute', 'O'), ('differently', 'O'), ('to', 'O'), ('the', 'O'), ('occurrence', 'O'), ('of', 'O'), ('specific', 'O'), ('clinical', 'O'), ('manifestations', 'O'), ('.', 'O'), ('.', 'O'))"
In vivo modulation of Hmgic reduces obesity .,"(('In', 'O'), ('vivo', 'O'), ('modulation', 'O'), ('of', 'O'), ('Hmgic', 'O'), ('reduces', 'O'), ('obesity', 'B'), ('.', 'O'))"
"The HMGI family of proteins consists of three members , HMGIC , HMGI and HMGI ( Y ) , that function as architectural factors and are essential components of the enhancesome .","(('The', 'O'), ('HMGI', 'O'), ('family', 'O'), ('of', 'O'), ('proteins', 'O'), ('consists', 'O'), ('of', 'O'), ('three', 'O'), ('members', 'O'), (',', 'O'), ('HMGIC', 'O'), (',', 'O'), ('HMGI', 'O'), ('and', 'O'), ('HMGI', 'O'), ('(', 'O'), ('Y', 'O'), (')', 'O'), (',', 'O'), ('that', 'O'), ('function', 'O'), ('as', 'O'), ('architectural', 'O'), ('factors', 'O'), ('and', 'O'), ('are', 'O'), ('essential', 'O'), ('components', 'O'), ('of', 'O'), ('the', 'O'), ('enhancesome', 'O'), ('.', 'O'))"
"HMGIC is predominantly expressed in proliferating , undifferentiated mesenchymal cells and is not detected in adult tissues .","(('HMGIC', 'O'), ('is', 'O'), ('predominantly', 'O'), ('expressed', 'O'), ('in', 'O'), ('proliferating', 'O'), (',', 'O'), ('undifferentiated', 'O'), ('mesenchymal', 'O'), ('cells', 'O'), ('and', 'O'), ('is', 'O'), ('not', 'O'), ('detected', 'O'), ('in', 'O'), ('adult', 'O'), ('tissues', 'O'), ('.', 'O'))"
"It is disrupted and misexpressed in a number of mesenchymal tumour cell types , including fat - cell tumours ( lipomas ) .","(('It', 'O'), ('is', 'O'), ('disrupted', 'O'), ('and', 'O'), ('misexpressed', 'O'), ('in', 'O'), ('a', 'O'), ('number', 'O'), ('of', 'O'), ('mesenchymal', 'B'), ('tumour', 'I'), ('cell', 'O'), ('types', 'O'), (',', 'O'), ('including', 'O'), ('fat', 'B'), ('-', 'I'), ('cell', 'I'), ('tumours', 'I'), ('(', 'O'), ('lipomas', 'B'), (')', 'O'), ('.', 'O'))"
In addition Hmgic - / - mice have a deficiency in fat tissue .,"(('In', 'O'), ('addition', 'O'), ('Hmgic', 'O'), ('-', 'O'), ('/', 'O'), ('-', 'O'), ('mice', 'O'), ('have', 'O'), ('a', 'O'), ('deficiency', 'O'), ('in', 'O'), ('fat', 'O'), ('tissue', 'O'), ('.', 'O'))"
"To study its role in adipogenesis and obesity , we examined Hmgic expression in the adipose tissue of adult , obese mice .","(('To', 'O'), ('study', 'O'), ('its', 'O'), ('role', 'O'), ('in', 'O'), ('adipogenesis', 'O'), ('and', 'O'), ('obesity', 'B'), (',', 'O'), ('we', 'O'), ('examined', 'O'), ('Hmgic', 'O'), ('expression', 'O'), ('in', 'O'), ('the', 'O'), ('adipose', 'O'), ('tissue', 'O'), ('of', 'O'), ('adult', 'O'), (',', 'O'), ('obese', 'B'), ('mice', 'O'), ('.', 'O'))"
Mice with a partial or complete deficiency of Hmgic resisted diet - induced obesity .,"(('Mice', 'O'), ('with', 'O'), ('a', 'O'), ('partial', 'B'), ('or', 'I'), ('complete', 'I'), ('deficiency', 'I'), ('of', 'I'), ('Hmgic', 'I'), ('resisted', 'O'), ('diet', 'O'), ('-', 'O'), ('induced', 'O'), ('obesity', 'B'), ('.', 'O'))"
Disruption of Hmgic caused a reduction in the obesity induced by leptin deficiency ( Lepob / Lepob ) in a gene - dose - dependent manner .,"(('Disruption', 'O'), ('of', 'O'), ('Hmgic', 'O'), ('caused', 'O'), ('a', 'O'), ('reduction', 'O'), ('in', 'O'), ('the', 'O'), ('obesity', 'B'), ('induced', 'O'), ('by', 'O'), ('leptin', 'B'), ('deficiency', 'I'), ('(', 'O'), ('Lepob', 'O'), ('/', 'O'), ('Lepob', 'O'), (')', 'O'), ('in', 'O'), ('a', 'O'), ('gene', 'O'), ('-', 'O'), ('dose', 'O'), ('-', 'O'), ('dependent', 'O'), ('manner', 'O'), ('.', 'O'))"
