Sentence,Tags
Previous studies suggested the possiblility of increased propensity for thromboembolic episodes in patients possessing the A antigen .,"(('Previous', 'O'), ('studies', 'O'), ('suggested', 'O'), ('the', 'O'), ('possiblility', 'O'), ('of', 'O'), ('increased', 'O'), ('propensity', 'O'), ('for', 'O'), ('thromboembolic', 'B'), ('episodes', 'I'), ('in', 'O'), ('patients', 'O'), ('possessing', 'O'), ('the', 'O'), ('A', 'O'), ('antigen', 'O'), ('.', 'O'))$$$"
An elderly woman developed an Alzheimer - like subacute dementia as a result of propranolol toxicity .,"(('An', 'O'), ('elderly', 'O'), ('woman', 'O'), ('developed', 'O'), ('an', 'O'), ('Alzheimer', 'B'), ('-', 'O'), ('like', 'O'), ('subacute', 'O'), ('dementia', 'B'), ('as', 'O'), ('a', 'O'), ('result', 'O'), ('of', 'O'), ('propranolol', 'O'), ('toxicity', 'B'), ('.', 'O'))$$$"
There is evidence that cerebral reactions to drug toxicity can exhibit patterns that suggest highly selective involvement of functional subdivisions of the brain .,"(('There', 'O'), ('is', 'O'), ('evidence', 'O'), ('that', 'O'), ('cerebral', 'O'), ('reactions', 'O'), ('to', 'O'), ('drug', 'O'), ('toxicity', 'B'), ('can', 'O'), ('exhibit', 'O'), ('patterns', 'O'), ('that', 'O'), ('suggest', 'O'), ('highly', 'O'), ('selective', 'O'), ('involvement', 'O'), ('of', 'O'), ('functional', 'O'), ('subdivisions', 'O'), ('of', 'O'), ('the', 'O'), ('brain', 'O'), ('.', 'O'))$$$"
"These observations , in conjunction with clinical and laboratory evidence of extravascular hemolysis , are consistent with drug - induced hemolytic anemia , possibly involving both drug - adsorption and autoantibody formation mechanisms .","(('These', 'O'), ('observations', 'O'), (',', 'O'), ('in', 'O'), ('conjunction', 'O'), ('with', 'O'), ('clinical', 'O'), ('and', 'O'), ('laboratory', 'O'), ('evidence', 'O'), ('of', 'O'), ('extravascular', 'O'), ('hemolysis', 'B'), (',', 'O'), ('are', 'O'), ('consistent', 'O'), ('with', 'O'), ('drug', 'O'), ('-', 'O'), ('induced', 'O'), ('hemolytic', 'B'), ('anemia', 'I'), (',', 'O'), ('possibly', 'O'), ('involving', 'O'), ('both', 'O'), ('drug', 'O'), ('-', 'O'), ('adsorption', 'O'), ('and', 'O'), ('autoantibody', 'O'), ('formation', 'O'), ('mechanisms', 'O'), ('.', 'O'))$$$"
"Fever and subsequent multiple painful erythematous nodules over extremities developed on D11 , D16 , D17 , and D19 , respectively , after ATRA therapy .","(('Fever', 'B'), ('and', 'O'), ('subsequent', 'O'), ('multiple', 'O'), ('painful', 'B'), ('erythematous', 'B'), ('nodules', 'I'), ('over', 'O'), ('extremities', 'O'), ('developed', 'O'), ('on', 'O'), ('D11', 'O'), (',', 'O'), ('D16', 'O'), (',', 'O'), ('D17', 'O'), (',', 'O'), ('and', 'O'), ('D19', 'O'), (',', 'O'), ('respectively', 'O'), (',', 'O'), ('after', 'O'), ('ATRA', 'O'), ('therapy', 'O'), ('.', 'O'))$$$"
BACKGROUND : Doxorubicin induces a self - perpetuating nephropathy characterized by early glomerular and late - onset tubular lesions in rats .,"(('BACKGROUND', 'O'), (':', 'O'), ('Doxorubicin', 'O'), ('induces', 'O'), ('a', 'O'), ('self', 'O'), ('-', 'O'), ('perpetuating', 'O'), ('nephropathy', 'B'), ('characterized', 'O'), ('by', 'O'), ('early', 'O'), ('glomerular', 'B'), ('and', 'I'), ('late', 'I'), ('-', 'I'), ('onset', 'I'), ('tubular', 'I'), ('lesions', 'I'), ('in', 'O'), ('rats', 'O'), ('.', 'O'))$$$"
"In ' short - term ' rats , there were fewer tubular lesions , but similar numbers of glomerular lesions activity .","(('In', 'O'), (""'"", 'O'), ('short', 'O'), ('-', 'O'), ('term', 'O'), (""'"", 'O'), ('rats', 'O'), (',', 'O'), ('there', 'O'), ('were', 'O'), ('fewer', 'O'), ('tubular', 'B'), ('lesions', 'I'), (',', 'O'), ('but', 'O'), ('similar', 'O'), ('numbers', 'O'), ('of', 'O'), ('glomerular', 'B'), ('lesions', 'I'), ('activity', 'O'), ('.', 'O'))$$$"
Does hormone therapy for the treatment of breast cancer have a detrimental effect on memory and cognition ?,"(('Does', 'O'), ('hormone', 'O'), ('therapy', 'O'), ('for', 'O'), ('the', 'O'), ('treatment', 'O'), ('of', 'O'), ('breast', 'B'), ('cancer', 'I'), ('have', 'O'), ('a', 'O'), ('detrimental', 'B'), ('effect', 'I'), ('on', 'I'), ('memory', 'I'), ('and', 'I'), ('cognition', 'I'), ('?', 'O'))$$$"
The results showed specific impairments in processing speed and verbal memory in women receiving hormonal therapy for the treatment of breast cancer .,"(('The', 'O'), ('results', 'O'), ('showed', 'O'), ('specific', 'O'), ('impairments', 'O'), ('in', 'O'), ('processing', 'O'), ('speed', 'O'), ('and', 'O'), ('verbal', 'O'), ('memory', 'O'), ('in', 'O'), ('women', 'O'), ('receiving', 'O'), ('hormonal', 'O'), ('therapy', 'O'), ('for', 'O'), ('the', 'O'), ('treatment', 'O'), ('of', 'O'), ('breast', 'B'), ('cancer', 'I'), ('.', 'O'))$$$"
Atrial fibrillation following chemotherapy for stage IIIE diffuse large B - cell gastric lymphoma in a patient with myotonic dystrophy ( Steinert ' s disease ) .,"(('Atrial', 'B'), ('fibrillation', 'I'), ('following', 'O'), ('chemotherapy', 'O'), ('for', 'O'), ('stage', 'O'), ('IIIE', 'O'), ('diffuse', 'O'), ('large', 'O'), ('B', 'O'), ('-', 'O'), ('cell', 'O'), ('gastric', 'B'), ('lymphoma', 'I'), ('in', 'O'), ('a', 'O'), ('patient', 'O'), ('with', 'O'), ('myotonic', 'B'), ('dystrophy', 'I'), ('(', 'O'), ('Steinert', 'B'), (""'"", 'I'), ('s', 'I'), ('disease', 'I'), (')', 'O'), ('.', 'O'))$$$"
"The authors describe the unusual association between diffuse B - cell gastric lymphoma and myotonic dystrophy , the most common form of adult muscular dystrophy , and sudden atrial fibrillation following one cycle of doxorubicin - based chemotherapy in the same patient .","(('The', 'O'), ('authors', 'O'), ('describe', 'O'), ('the', 'O'), ('unusual', 'O'), ('association', 'O'), ('between', 'O'), ('diffuse', 'O'), ('B', 'O'), ('-', 'O'), ('cell', 'O'), ('gastric', 'B'), ('lymphoma', 'I'), ('and', 'O'), ('myotonic', 'B'), ('dystrophy', 'I'), (',', 'O'), ('the', 'O'), ('most', 'O'), ('common', 'O'), ('form', 'O'), ('of', 'O'), ('adult', 'O'), ('muscular', 'B'), ('dystrophy', 'I'), (',', 'O'), ('and', 'O'), ('sudden', 'O'), ('atrial', 'B'), ('fibrillation', 'I'), ('following', 'O'), ('one', 'O'), ('cycle', 'O'), ('of', 'O'), ('doxorubicin', 'O'), ('-', 'O'), ('based', 'O'), ('chemotherapy', 'O'), ('in', 'O'), ('the', 'O'), ('same', 'O'), ('patient', 'O'), ('.', 'O'))$$$"
Hypersensitivity immune reaction as a mechanism for dilevalol - associated hepatitis .,"(('Hypersensitivity', 'B'), ('immune', 'O'), ('reaction', 'O'), ('as', 'O'), ('a', 'O'), ('mechanism', 'O'), ('for', 'O'), ('dilevalol', 'O'), ('-', 'O'), ('associated', 'O'), ('hepatitis', 'B'), ('.', 'O'))$$$"
"Stimulation often produces an improvement in the hyper - or dyskinetic upper limbs , but increases the "" freezing "" phenomenon in the lower limbs at the same time .","(('Stimulation', 'O'), ('often', 'O'), ('produces', 'O'), ('an', 'O'), ('improvement', 'O'), ('in', 'O'), ('the', 'O'), ('hyper', 'B'), ('-', 'I'), ('or', 'I'), ('dyskinetic', 'I'), ('upper', 'O'), ('limbs', 'O'), (',', 'O'), ('but', 'O'), ('increases', 'O'), ('the', 'O'), ('""', 'O'), ('freezing', 'O'), ('""', 'O'), ('phenomenon', 'O'), ('in', 'O'), ('the', 'O'), ('lower', 'O'), ('limbs', 'O'), ('at', 'O'), ('the', 'O'), ('same', 'O'), ('time', 'O'), ('.', 'O'))$$$"
Effects of the cyclooxygenase - 2 specific inhibitor valdecoxib versus nonsteroidal antiinflammatory agents and placebo on cardiovascular thrombotic events in patients with arthritis .,"(('Effects', 'O'), ('of', 'O'), ('the', 'O'), ('cyclooxygenase', 'O'), ('-', 'O'), ('2', 'O'), ('specific', 'O'), ('inhibitor', 'O'), ('valdecoxib', 'O'), ('versus', 'O'), ('nonsteroidal', 'O'), ('antiinflammatory', 'O'), ('agents', 'O'), ('and', 'O'), ('placebo', 'O'), ('on', 'O'), ('cardiovascular', 'O'), ('thrombotic', 'B'), ('events', 'O'), ('in', 'O'), ('patients', 'O'), ('with', 'O'), ('arthritis', 'B'), ('.', 'O'))$$$"
There have been concerns that the risk of cardiovascular thrombotic events may be higher with cyclooxygenase ( COX ) - 2 - specific inhibitors than nonselective nonsteroidal antiinflammatory drugs ( NSAIDs ) .,"(('There', 'O'), ('have', 'O'), ('been', 'O'), ('concerns', 'O'), ('that', 'O'), ('the', 'O'), ('risk', 'O'), ('of', 'O'), ('cardiovascular', 'O'), ('thrombotic', 'B'), ('events', 'O'), ('may', 'O'), ('be', 'O'), ('higher', 'O'), ('with', 'O'), ('cyclooxygenase', 'O'), ('(', 'O'), ('COX', 'O'), (')', 'O'), ('-', 'O'), ('2', 'O'), ('-', 'O'), ('specific', 'O'), ('inhibitors', 'O'), ('than', 'O'), ('nonselective', 'O'), ('nonsteroidal', 'O'), ('antiinflammatory', 'O'), ('drugs', 'O'), ('(', 'O'), ('NSAIDs', 'O'), (')', 'O'), ('.', 'O'))$$$"
"The incidence of cardiovascular thrombotic events ( cardiac , cerebrovascular and peripheral vascular , or arterial thrombotic ) was determined by analyzing pooled valdecoxib ( 10 - 80 mg daily ) , nonselective NSAID ( diclofenac 75 mg bid , ibuprofen 800 mg tid , or naproxen 500 mg bid ) and placebo data from 10 randomized osteoarthritis and rheumatoid arthritis trials that were 6 - 52 weeks in duration .","(('The', 'O'), ('incidence', 'O'), ('of', 'O'), ('cardiovascular', 'O'), ('thrombotic', 'B'), ('events', 'O'), ('(', 'O'), ('cardiac', 'O'), (',', 'O'), ('cerebrovascular', 'O'), ('and', 'O'), ('peripheral', 'O'), ('vascular', 'O'), (',', 'O'), ('or', 'O'), ('arterial', 'O'), ('thrombotic', 'B'), (')', 'O'), ('was', 'O'), ('determined', 'O'), ('by', 'O'), ('analyzing', 'O'), ('pooled', 'O'), ('valdecoxib', 'O'), ('(', 'O'), ('10', 'O'), ('-', 'O'), ('80', 'O'), ('mg', 'O'), ('daily', 'O'), (')', 'O'), (',', 'O'), ('nonselective', 'O'), ('NSAID', 'O'), ('(', 'O'), ('diclofenac', 'O'), ('75', 'O'), ('mg', 'O'), ('bid', 'O'), (',', 'O'), ('ibuprofen', 'O'), ('800', 'O'), ('mg', 'O'), ('tid', 'O'), (',', 'O'), ('or', 'O'), ('naproxen', 'O'), ('500', 'O'), ('mg', 'O'), ('bid', 'O'), (')', 'O'), ('and', 'O'), ('placebo', 'O'), ('data', 'O'), ('from', 'O'), ('10', 'O'), ('randomized', 'O'), ('osteoarthritis', 'B'), ('and', 'O'), ('rheumatoid', 'B'), ('arthritis', 'I'), ('trials', 'O'), ('that', 'O'), ('were', 'O'), ('6', 'O'), ('-', 'O'), ('52', 'O'), ('weeks', 'O'), ('in', 'O'), ('duration', 'O'), ('.', 'O'))$$$"
Short - and intermediate - term treatment with therapeutic ( 10 or 20 mg daily ) and supratherapeutic ( 40 or 80 mg daily ) valdecoxib doses was not associated with an increased incidence of thrombotic events relative to nonselective NSAIDs or placebo in osteoarthritis and rheumatoid arthritis patients in controlled clinical trials .,"(('Short', 'O'), ('-', 'O'), ('and', 'O'), ('intermediate', 'O'), ('-', 'O'), ('term', 'O'), ('treatment', 'O'), ('with', 'O'), ('therapeutic', 'O'), ('(', 'O'), ('10', 'O'), ('or', 'O'), ('20', 'O'), ('mg', 'O'), ('daily', 'O'), (')', 'O'), ('and', 'O'), ('supratherapeutic', 'O'), ('(', 'O'), ('40', 'O'), ('or', 'O'), ('80', 'O'), ('mg', 'O'), ('daily', 'O'), (')', 'O'), ('valdecoxib', 'O'), ('doses', 'O'), ('was', 'O'), ('not', 'O'), ('associated', 'O'), ('with', 'O'), ('an', 'O'), ('increased', 'O'), ('incidence', 'O'), ('of', 'O'), ('thrombotic', 'B'), ('events', 'O'), ('relative', 'O'), ('to', 'O'), ('nonselective', 'O'), ('NSAIDs', 'O'), ('or', 'O'), ('placebo', 'O'), ('in', 'O'), ('osteoarthritis', 'B'), ('and', 'O'), ('rheumatoid', 'B'), ('arthritis', 'I'), ('patients', 'O'), ('in', 'O'), ('controlled', 'O'), ('clinical', 'O'), ('trials', 'O'), ('.', 'O'))$$$"
Hypersensitivity myocarditis complicating hypertrophic cardiomyopathy heart .,"(('Hypersensitivity', 'B'), ('myocarditis', 'B'), ('complicating', 'O'), ('hypertrophic', 'B'), ('cardiomyopathy', 'I'), ('heart', 'O'), ('.', 'O'))$$$"
The present report describes a case of eosinophilic myocarditis complicating hypertrophic cardiomyopathy .,"(('The', 'O'), ('present', 'O'), ('report', 'O'), ('describes', 'O'), ('a', 'O'), ('case', 'O'), ('of', 'O'), ('eosinophilic', 'B'), ('myocarditis', 'I'), ('complicating', 'O'), ('hypertrophic', 'B'), ('cardiomyopathy', 'I'), ('.', 'O'))$$$"
Myocarditis is rare and eosinophilic myocarditis is rarer .,"(('Myocarditis', 'B'), ('is', 'O'), ('rare', 'O'), ('and', 'O'), ('eosinophilic', 'B'), ('myocarditis', 'I'), ('is', 'O'), ('rarer', 'O'), ('.', 'O'))$$$"
It is likely that the hypersensitivity ( eosinophilic ) myocarditis was related to dobutamine infusion therapy .,"(('It', 'O'), ('is', 'O'), ('likely', 'O'), ('that', 'O'), ('the', 'O'), ('hypersensitivity', 'B'), ('(', 'O'), ('eosinophilic', 'B'), (')', 'O'), ('myocarditis', 'B'), ('was', 'O'), ('related', 'O'), ('to', 'O'), ('dobutamine', 'O'), ('infusion', 'O'), ('therapy', 'O'), ('.', 'O'))$$$"
Eosinophilic myocarditis has been reported with an incidence of 2 . 4 % to 7 . 2 % in explanted hearts and may be related to multidrug therapy .,"(('Eosinophilic', 'B'), ('myocarditis', 'I'), ('has', 'O'), ('been', 'O'), ('reported', 'O'), ('with', 'O'), ('an', 'O'), ('incidence', 'O'), ('of', 'O'), ('2', 'O'), ('.', 'O'), ('4', 'O'), ('%', 'O'), ('to', 'O'), ('7', 'O'), ('.', 'O'), ('2', 'O'), ('%', 'O'), ('in', 'O'), ('explanted', 'O'), ('hearts', 'O'), ('and', 'O'), ('may', 'O'), ('be', 'O'), ('related', 'O'), ('to', 'O'), ('multidrug', 'O'), ('therapy', 'O'), ('.', 'O'))$$$"
Yohimbine treatment of sexual side effects induced by serotonin reuptake blockers .,"(('Yohimbine', 'O'), ('treatment', 'O'), ('of', 'O'), ('sexual', 'B'), ('side', 'I'), ('effects', 'I'), ('induced', 'O'), ('by', 'O'), ('serotonin', 'O'), ('reuptake', 'O'), ('blockers', 'O'), ('.', 'O'))$$$"
A single case report suggests that yohimbine may be used to treat the sexual side effects of clomipramine .,"(('A', 'O'), ('single', 'O'), ('case', 'O'), ('report', 'O'), ('suggests', 'O'), ('that', 'O'), ('yohimbine', 'O'), ('may', 'O'), ('be', 'O'), ('used', 'O'), ('to', 'O'), ('treat', 'O'), ('the', 'O'), ('sexual', 'B'), ('side', 'I'), ('effects', 'I'), ('of', 'O'), ('clomipramine', 'O'), ('.', 'O'))$$$"
This study evaluated yohimbine as a treatment for the sexual side effects caused by serotonin reuptake blockers .,"(('This', 'O'), ('study', 'O'), ('evaluated', 'O'), ('yohimbine', 'O'), ('as', 'O'), ('a', 'O'), ('treatment', 'O'), ('for', 'O'), ('the', 'O'), ('sexual', 'B'), ('side', 'I'), ('effects', 'I'), ('caused', 'O'), ('by', 'O'), ('serotonin', 'O'), ('reuptake', 'O'), ('blockers', 'O'), ('.', 'O'))$$$"
"METHOD : Six patients with either obsessive compulsive disorder , trichotillomania , anxiety , or affective disorders who suffered sexual side effects after treatment with serotonin reuptake blockers were given yohimbine on a p . r . n . basis in an open clinical trial .","(('METHOD', 'O'), (':', 'O'), ('Six', 'O'), ('patients', 'O'), ('with', 'O'), ('either', 'O'), ('obsessive', 'B'), ('compulsive', 'I'), ('disorder', 'I'), (',', 'O'), ('trichotillomania', 'B'), (',', 'O'), ('anxiety', 'B'), (',', 'O'), ('or', 'O'), ('affective', 'B'), ('disorders', 'I'), ('who', 'O'), ('suffered', 'O'), ('sexual', 'B'), ('side', 'I'), ('effects', 'I'), ('after', 'O'), ('treatment', 'O'), ('with', 'O'), ('serotonin', 'O'), ('reuptake', 'O'), ('blockers', 'O'), ('were', 'O'), ('given', 'O'), ('yohimbine', 'O'), ('on', 'O'), ('a', 'O'), ('p', 'O'), ('.', 'O'), ('r', 'O'), ('.', 'O'), ('n', 'O'), ('.', 'O'), ('basis', 'O'), ('in', 'O'), ('an', 'O'), ('open', 'O'), ('clinical', 'O'), ('trial', 'O'), ('.', 'O'))$$$"
"Side effects of yohimbine included excessive sweating , increased anxiety , and a wound - up feeling in some patients .","(('Side', 'O'), ('effects', 'O'), ('of', 'O'), ('yohimbine', 'O'), ('included', 'O'), ('excessive', 'O'), ('sweating', 'O'), (',', 'O'), ('increased', 'O'), ('anxiety', 'B'), (',', 'O'), ('and', 'O'), ('a', 'O'), ('wound', 'O'), ('-', 'O'), ('up', 'O'), ('feeling', 'O'), ('in', 'O'), ('some', 'O'), ('patients', 'O'), ('.', 'O'))$$$"
CONCLUSION : The results of this study indicate that yohimbine may be an effective treatment for the sexual side effects caused by serotonin reuptake blockers .,"(('CONCLUSION', 'O'), (':', 'O'), ('The', 'O'), ('results', 'O'), ('of', 'O'), ('this', 'O'), ('study', 'O'), ('indicate', 'O'), ('that', 'O'), ('yohimbine', 'O'), ('may', 'O'), ('be', 'O'), ('an', 'O'), ('effective', 'O'), ('treatment', 'O'), ('for', 'O'), ('the', 'O'), ('sexual', 'B'), ('side', 'I'), ('effects', 'I'), ('caused', 'O'), ('by', 'O'), ('serotonin', 'O'), ('reuptake', 'O'), ('blockers', 'O'), ('.', 'O'))$$$"
The number of deaths related to cardiac toxicity is low .,"(('The', 'O'), ('number', 'O'), ('of', 'O'), ('deaths', 'O'), ('related', 'O'), ('to', 'O'), ('cardiac', 'B'), ('toxicity', 'I'), ('is', 'O'), ('low', 'O'), ('.', 'O'))$$$"
Optical coherence tomography can measure axonal loss in patients with ethambutol - induced optic neuropathy .,"(('Optical', 'O'), ('coherence', 'O'), ('tomography', 'O'), ('can', 'O'), ('measure', 'O'), ('axonal', 'O'), ('loss', 'O'), ('in', 'O'), ('patients', 'O'), ('with', 'O'), ('ethambutol', 'O'), ('-', 'O'), ('induced', 'O'), ('optic', 'B'), ('neuropathy', 'I'), ('.', 'O'))$$$"
"A serious complication of ethambutol is an optic neuropathy that impairs visual acuity , contrast sensitivity , and color vision .","(('A', 'O'), ('serious', 'O'), ('complication', 'O'), ('of', 'O'), ('ethambutol', 'O'), ('is', 'O'), ('an', 'O'), ('optic', 'B'), ('neuropathy', 'I'), ('that', 'O'), ('impairs', 'O'), ('visual', 'O'), ('acuity', 'O'), (',', 'O'), ('contrast', 'O'), ('sensitivity', 'O'), (',', 'O'), ('and', 'O'), ('color', 'O'), ('vision', 'O'), ('.', 'O'))$$$"
"In all subjects with history of EMB - induced optic neuropathy , there was a mean loss of 72 % nerve fiber layer thickness in the temporal quadrant ( patient A , with eventual recovery of visual acuity and fields , 58 % loss ; patient B , with intermediate visual deficits , 68 % loss ; patient C , with chronic visual deficits , 90 % loss ) , with an average mean optic nerve thickness of 26 + / - 16 microm .","(('In', 'O'), ('all', 'O'), ('subjects', 'O'), ('with', 'O'), ('history', 'O'), ('of', 'O'), ('EMB', 'O'), ('-', 'O'), ('induced', 'O'), ('optic', 'B'), ('neuropathy', 'I'), (',', 'O'), ('there', 'O'), ('was', 'O'), ('a', 'O'), ('mean', 'O'), ('loss', 'O'), ('of', 'O'), ('72', 'O'), ('%', 'O'), ('nerve', 'O'), ('fiber', 'O'), ('layer', 'O'), ('thickness', 'O'), ('in', 'O'), ('the', 'O'), ('temporal', 'O'), ('quadrant', 'O'), ('(', 'O'), ('patient', 'O'), ('A', 'O'), (',', 'O'), ('with', 'O'), ('eventual', 'O'), ('recovery', 'O'), ('of', 'O'), ('visual', 'O'), ('acuity', 'O'), ('and', 'O'), ('fields', 'O'), (',', 'O'), ('58', 'O'), ('%', 'O'), ('loss', 'O'), (';', 'O'), ('patient', 'O'), ('B', 'O'), (',', 'O'), ('with', 'O'), ('intermediate', 'O'), ('visual', 'B'), ('deficits', 'I'), (',', 'O'), ('68', 'O'), ('%', 'O'), ('loss', 'O'), (';', 'O'), ('patient', 'O'), ('C', 'O'), (',', 'O'), ('with', 'O'), ('chronic', 'O'), ('visual', 'B'), ('deficits', 'I'), (',', 'O'), ('90', 'O'), ('%', 'O'), ('loss', 'O'), (')', 'O'), (',', 'O'), ('with', 'O'), ('an', 'O'), ('average', 'O'), ('mean', 'O'), ('optic', 'O'), ('nerve', 'O'), ('thickness', 'O'), ('of', 'O'), ('26', 'O'), ('+', 'O'), ('/', 'O'), ('-', 'O'), ('16', 'O'), ('microm', 'O'), ('.', 'O'))$$$"
This is consistent with prior histopathological studies that show predominant loss of parvo - cellular axons ( or small - caliber axons ) within the papillo - macular bundle in toxic or hereditary optic neuropathies .,"(('This', 'O'), ('is', 'O'), ('consistent', 'O'), ('with', 'O'), ('prior', 'O'), ('histopathological', 'O'), ('studies', 'O'), ('that', 'O'), ('show', 'O'), ('predominant', 'O'), ('loss', 'O'), ('of', 'O'), ('parvo', 'O'), ('-', 'O'), ('cellular', 'O'), ('axons', 'O'), ('(', 'O'), ('or', 'O'), ('small', 'O'), ('-', 'O'), ('caliber', 'O'), ('axons', 'O'), (')', 'O'), ('within', 'O'), ('the', 'O'), ('papillo', 'O'), ('-', 'O'), ('macular', 'O'), ('bundle', 'O'), ('in', 'O'), ('toxic', 'O'), ('or', 'O'), ('hereditary', 'O'), ('optic', 'B'), ('neuropathies', 'I'), ('.', 'O'))$$$"
Hypoxia in renal disease with proteinuria and / or glomerular hypertension .,"(('Hypoxia', 'B'), ('in', 'O'), ('renal', 'B'), ('disease', 'I'), ('with', 'O'), ('proteinuria', 'B'), ('and', 'O'), ('/', 'O'), ('or', 'O'), ('glomerular', 'O'), ('hypertension', 'B'), ('.', 'O'))$$$"
"In this study , we developed a new hypoxia - responsive reporter vector using a hypoxia - responsive element of the 5 ' vascular endothelial growth factor untranslated region and generated a novel hypoxia - sensing transgenic rat .","(('In', 'O'), ('this', 'O'), ('study', 'O'), (',', 'O'), ('we', 'O'), ('developed', 'O'), ('a', 'O'), ('new', 'O'), ('hypoxia', 'B'), ('-', 'O'), ('responsive', 'O'), ('reporter', 'O'), ('vector', 'O'), ('using', 'O'), ('a', 'O'), ('hypoxia', 'B'), ('-', 'O'), ('responsive', 'O'), ('element', 'O'), ('of', 'O'), ('the', 'O'), ('5', 'O'), (""'"", 'O'), ('vascular', 'O'), ('endothelial', 'O'), ('growth', 'O'), ('factor', 'O'), ('untranslated', 'O'), ('region', 'O'), ('and', 'O'), ('generated', 'O'), ('a', 'O'), ('novel', 'O'), ('hypoxia', 'B'), ('-', 'O'), ('sensing', 'O'), ('transgenic', 'O'), ('rat', 'O'), ('.', 'O'))$$$"
We then applied this animal model to the detection of tubulointerstitial hypoxia in the diseased kidney .,"(('We', 'O'), ('then', 'O'), ('applied', 'O'), ('this', 'O'), ('animal', 'O'), ('model', 'O'), ('to', 'O'), ('the', 'O'), ('detection', 'O'), ('of', 'O'), ('tubulointerstitial', 'O'), ('hypoxia', 'B'), ('in', 'O'), ('the', 'O'), ('diseased', 'B'), ('kidney', 'I'), ('.', 'O'))$$$"
We propose here a possible pathological tie between chronic tubulointerstitial hypoxia and progressive glomerular diseases .,"(('We', 'O'), ('propose', 'O'), ('here', 'O'), ('a', 'O'), ('possible', 'O'), ('pathological', 'O'), ('tie', 'O'), ('between', 'O'), ('chronic', 'O'), ('tubulointerstitial', 'O'), ('hypoxia', 'B'), ('and', 'O'), ('progressive', 'O'), ('glomerular', 'B'), ('diseases', 'I'), ('.', 'O'))$$$"
Relation of perfusion defects observed with myocardial contrast echocardiography to the severity of coronary stenosis : correlation with thallium - 201 single - photon emission tomography .,"(('Relation', 'O'), ('of', 'O'), ('perfusion', 'O'), ('defects', 'O'), ('observed', 'O'), ('with', 'O'), ('myocardial', 'O'), ('contrast', 'O'), ('echocardiography', 'O'), ('to', 'O'), ('the', 'O'), ('severity', 'O'), ('of', 'O'), ('coronary', 'B'), ('stenosis', 'I'), (':', 'O'), ('correlation', 'O'), ('with', 'O'), ('thallium', 'O'), ('-', 'O'), ('201', 'O'), ('single', 'O'), ('-', 'O'), ('photon', 'O'), ('emission', 'O'), ('tomography', 'O'), ('.', 'O'))$$$"
It has been previously shown that myocardial contrast echocardiography is a valuable technique for delineating regions of myocardial underperfusion secondary to coronary occlusion and to critical coronary stenoses in the presence of hyperemic stimulation .,"(('It', 'O'), ('has', 'O'), ('been', 'O'), ('previously', 'O'), ('shown', 'O'), ('that', 'O'), ('myocardial', 'O'), ('contrast', 'O'), ('echocardiography', 'O'), ('is', 'O'), ('a', 'O'), ('valuable', 'O'), ('technique', 'O'), ('for', 'O'), ('delineating', 'O'), ('regions', 'O'), ('of', 'O'), ('myocardial', 'O'), ('underperfusion', 'O'), ('secondary', 'O'), ('to', 'O'), ('coronary', 'B'), ('occlusion', 'I'), ('and', 'O'), ('to', 'O'), ('critical', 'O'), ('coronary', 'B'), ('stenoses', 'I'), ('in', 'O'), ('the', 'O'), ('presence', 'O'), ('of', 'O'), ('hyperemic', 'B'), ('stimulation', 'O'), ('.', 'O'))$$$"
The aim of this study was to determine whether myocardial contrast echocardiography performed with a stable solution of sonicated albumin could detect regions of myocardial underperfusion resulting from various degrees of coronary stenosis .,"(('The', 'O'), ('aim', 'O'), ('of', 'O'), ('this', 'O'), ('study', 'O'), ('was', 'O'), ('to', 'O'), ('determine', 'O'), ('whether', 'O'), ('myocardial', 'O'), ('contrast', 'O'), ('echocardiography', 'O'), ('performed', 'O'), ('with', 'O'), ('a', 'O'), ('stable', 'O'), ('solution', 'O'), ('of', 'O'), ('sonicated', 'O'), ('albumin', 'O'), ('could', 'O'), ('detect', 'O'), ('regions', 'O'), ('of', 'O'), ('myocardial', 'O'), ('underperfusion', 'O'), ('resulting', 'O'), ('from', 'O'), ('various', 'O'), ('degrees', 'O'), ('of', 'O'), ('coronary', 'B'), ('stenosis', 'I'), ('.', 'O'))$$$"
"During a transient ( 20 - s ) coronary occlusion , a perfusion defect was observed with contrast echocardiography in 14 of the 15 dogs in which the occlusion was produced .","(('During', 'O'), ('a', 'O'), ('transient', 'O'), ('(', 'O'), ('20', 'O'), ('-', 'O'), ('s', 'O'), (')', 'O'), ('coronary', 'B'), ('occlusion', 'I'), (',', 'O'), ('a', 'O'), ('perfusion', 'O'), ('defect', 'O'), ('was', 'O'), ('observed', 'O'), ('with', 'O'), ('contrast', 'O'), ('echocardiography', 'O'), ('in', 'O'), ('14', 'O'), ('of', 'O'), ('the', 'O'), ('15', 'O'), ('dogs', 'O'), ('in', 'O'), ('which', 'O'), ('the', 'O'), ('occlusion', 'O'), ('was', 'O'), ('produced', 'O'), ('.', 'O'))$$$"
