Sentence,Gold,Pred
Chromosome 3p deletion was detected in 98 per cent of non - papillary renal cell carcinomas and in 25 per cent of chromophobe renal cell carcinomas .,"(('Chromosome', 'O'), ('3p', 'O'), ('deletion', 'O'), ('was', 'O'), ('detected', 'O'), ('in', 'O'), ('98', 'O'), ('per', 'O'), ('cent', 'O'), ('of', 'O'), ('non', 'B'), ('-', 'I'), ('papillary', 'I'), ('renal', 'I'), ('cell', 'I'), ('carcinomas', 'I'), ('and', 'O'), ('in', 'O'), ('25', 'O'), ('per', 'O'), ('cent', 'O'), ('of', 'O'), ('chromophobe', 'O'), ('renal', 'B'), ('cell', 'I'), ('carcinomas', 'I'), ('.', 'O'))","(('Chromosome', 'O'), ('3p', 'O'), ('deletion', 'O'), ('was', 'O'), ('detected', 'O'), ('in', 'O'), ('98', 'O'), ('per', 'O'), ('cent', 'O'), ('of', 'O'), ('non', 'B'), ('-', 'I'), ('papillary', 'I'), ('renal', 'I'), ('cell', 'I'), ('carcinomas', 'I'), ('and', 'O'), ('in', 'O'), ('25', 'O'), ('per', 'O'), ('cent', 'O'), ('of', 'O'), ('chromophobe', 'B'), ('renal', 'I'), ('cell', 'I'), ('carcinomas', 'I'), ('.', 'O'))"
No mobility shift was seen in any of the 23 chromophobe renal cell carcinomas .,"(('No', 'O'), ('mobility', 'O'), ('shift', 'O'), ('was', 'O'), ('seen', 'O'), ('in', 'O'), ('any', 'O'), ('of', 'O'), ('the', 'O'), ('23', 'O'), ('chromophobe', 'O'), ('renal', 'B'), ('cell', 'I'), ('carcinomas', 'I'), ('.', 'O'))","(('No', 'O'), ('mobility', 'O'), ('shift', 'O'), ('was', 'O'), ('seen', 'O'), ('in', 'O'), ('any', 'O'), ('of', 'O'), ('the', 'O'), ('23', 'O'), ('chromophobe', 'B'), ('renal', 'I'), ('cell', 'I'), ('carcinomas', 'I'), ('.', 'O'))"
"Chromosomal locations of the Atm ( ataxia - telangiectasia ( AT ) - mutated ) and Acat1 ( mitochondrial acetoacetyl - CoA thiolase ) genes in mouse , rat , and Syrian hamster were determined by direct R - banding FISH .","(('Chromosomal', 'O'), ('locations', 'O'), ('of', 'O'), ('the', 'O'), ('Atm', 'O'), ('(', 'O'), ('ataxia', 'B'), ('-', 'I'), ('telangiectasia', 'I'), ('(', 'O'), ('AT', 'B'), (')', 'O'), ('-', 'O'), ('mutated', 'O'), (')', 'O'), ('and', 'O'), ('Acat1', 'O'), ('(', 'O'), ('mitochondrial', 'O'), ('acetoacetyl', 'O'), ('-', 'O'), ('CoA', 'O'), ('thiolase', 'O'), (')', 'O'), ('genes', 'O'), ('in', 'O'), ('mouse', 'O'), (',', 'O'), ('rat', 'O'), (',', 'O'), ('and', 'O'), ('Syrian', 'O'), ('hamster', 'O'), ('were', 'O'), ('determined', 'O'), ('by', 'O'), ('direct', 'O'), ('R', 'O'), ('-', 'O'), ('banding', 'O'), ('FISH', 'O'), ('.', 'O'))","(('Chromosomal', 'O'), ('locations', 'O'), ('of', 'O'), ('the', 'O'), ('Atm', 'O'), ('(', 'O'), ('ataxia', 'B'), ('-', 'I'), ('telangiectasia', 'I'), ('(', 'O'), ('AT', 'O'), (')', 'O'), ('-', 'O'), ('mutated', 'O'), (')', 'O'), ('and', 'O'), ('Acat1', 'O'), ('(', 'O'), ('mitochondrial', 'O'), ('acetoacetyl', 'O'), ('-', 'O'), ('CoA', 'O'), ('thiolase', 'O'), (')', 'O'), ('genes', 'O'), ('in', 'O'), ('mouse', 'O'), (',', 'O'), ('rat', 'O'), (',', 'O'), ('and', 'O'), ('Syrian', 'O'), ('hamster', 'O'), ('were', 'O'), ('determined', 'O'), ('by', 'O'), ('direct', 'O'), ('R', 'O'), ('-', 'O'), ('banding', 'O'), ('FISH', 'O'), ('.', 'O'))"
Fine genetic linkage mapping of the mouse AT region was performed using the interspecific backcross mice .,"(('Fine', 'O'), ('genetic', 'O'), ('linkage', 'O'), ('mapping', 'O'), ('of', 'O'), ('the', 'O'), ('mouse', 'O'), ('AT', 'B'), ('region', 'O'), ('was', 'O'), ('performed', 'O'), ('using', 'O'), ('the', 'O'), ('interspecific', 'O'), ('backcross', 'O'), ('mice', 'O'), ('.', 'O'))","(('Fine', 'O'), ('genetic', 'O'), ('linkage', 'O'), ('mapping', 'O'), ('of', 'O'), ('the', 'O'), ('mouse', 'O'), ('AT', 'O'), ('region', 'O'), ('was', 'O'), ('performed', 'O'), ('using', 'O'), ('the', 'O'), ('interspecific', 'O'), ('backcross', 'O'), ('mice', 'O'), ('.', 'O'))"
"Atm , Acat1 , and Npat , which is a new gene isolated from the AT region , and 12 flanking microsatellite DNA markers were examined .","(('Atm', 'O'), (',', 'O'), ('Acat1', 'O'), (',', 'O'), ('and', 'O'), ('Npat', 'O'), (',', 'O'), ('which', 'O'), ('is', 'O'), ('a', 'O'), ('new', 'O'), ('gene', 'O'), ('isolated', 'O'), ('from', 'O'), ('the', 'O'), ('AT', 'O'), ('region', 'O'), (',', 'O'), ('and', 'O'), ('12', 'O'), ('flanking', 'O'), ('microsatellite', 'O'), ('DNA', 'O'), ('markers', 'O'), ('were', 'O'), ('examined', 'O'), ('.', 'O'))","(('Atm', 'O'), (',', 'O'), ('Acat1', 'O'), (',', 'O'), ('and', 'O'), ('Npat', 'O'), (',', 'O'), ('which', 'O'), ('is', 'O'), ('a', 'O'), ('new', 'O'), ('gene', 'O'), ('isolated', 'O'), ('from', 'O'), ('the', 'O'), ('AT', 'B'), ('region', 'O'), (',', 'O'), ('and', 'O'), ('12', 'O'), ('flanking', 'O'), ('microsatellite', 'O'), ('DNA', 'O'), ('markers', 'O'), ('were', 'O'), ('examined', 'O'), ('.', 'O'))"
Nucleotide sequence analysis of a composite cDNA of LPP revealed an open reading frame of 1836 nucleotides encoding a proline - rich protein containing a leucine - zipper motif in its amino - terminal region and three LIM domains in its carboxy - terminal region .,"(('Nucleotide', 'O'), ('sequence', 'O'), ('analysis', 'O'), ('of', 'O'), ('a', 'O'), ('composite', 'O'), ('cDNA', 'O'), ('of', 'O'), ('LPP', 'O'), ('revealed', 'O'), ('an', 'O'), ('open', 'O'), ('reading', 'O'), ('frame', 'O'), ('of', 'O'), ('1836', 'O'), ('nucleotides', 'O'), ('encoding', 'O'), ('a', 'O'), ('proline', 'O'), ('-', 'O'), ('rich', 'O'), ('protein', 'O'), ('containing', 'O'), ('a', 'O'), ('leucine', 'O'), ('-', 'O'), ('zipper', 'O'), ('motif', 'O'), ('in', 'O'), ('its', 'O'), ('amino', 'O'), ('-', 'O'), ('terminal', 'O'), ('region', 'O'), ('and', 'O'), ('three', 'O'), ('LIM', 'O'), ('domains', 'O'), ('in', 'O'), ('its', 'O'), ('carboxy', 'O'), ('-', 'O'), ('terminal', 'O'), ('region', 'O'), ('.', 'O'))","(('Nucleotide', 'O'), ('sequence', 'O'), ('analysis', 'O'), ('of', 'O'), ('a', 'O'), ('composite', 'O'), ('cDNA', 'O'), ('of', 'O'), ('LPP', 'B'), ('revealed', 'O'), ('an', 'O'), ('open', 'O'), ('reading', 'O'), ('frame', 'O'), ('of', 'O'), ('1836', 'O'), ('nucleotides', 'O'), ('encoding', 'O'), ('a', 'O'), ('proline', 'O'), ('-', 'O'), ('rich', 'O'), ('protein', 'O'), ('containing', 'O'), ('a', 'O'), ('leucine', 'O'), ('-', 'O'), ('zipper', 'O'), ('motif', 'O'), ('in', 'O'), ('its', 'O'), ('amino', 'O'), ('-', 'O'), ('terminal', 'O'), ('region', 'O'), ('and', 'O'), ('three', 'O'), ('LIM', 'O'), ('domains', 'O'), ('in', 'O'), ('its', 'O'), ('carboxy', 'O'), ('-', 'O'), ('terminal', 'O'), ('region', 'O'), ('.', 'O'))"
FISH studies in a patient with sporadic aniridia and t ( 7 ; 11 ) ( q31 . 2 ; p13 ) .,"(('FISH', 'O'), ('studies', 'O'), ('in', 'O'), ('a', 'O'), ('patient', 'O'), ('with', 'O'), ('sporadic', 'B'), ('aniridia', 'I'), ('and', 'O'), ('t', 'O'), ('(', 'O'), ('7', 'O'), (';', 'O'), ('11', 'O'), (')', 'O'), ('(', 'O'), ('q31', 'O'), ('.', 'O'), ('2', 'O'), (';', 'O'), ('p13', 'O'), (')', 'O'), ('.', 'O'))","(('FISH', 'O'), ('studies', 'O'), ('in', 'O'), ('a', 'O'), ('patient', 'O'), ('with', 'O'), ('sporadic', 'O'), ('aniridia', 'B'), ('and', 'O'), ('t', 'O'), ('(', 'O'), ('7', 'O'), (';', 'O'), ('11', 'O'), (')', 'O'), ('(', 'O'), ('q31', 'O'), ('.', 'O'), ('2', 'O'), (';', 'O'), ('p13', 'O'), (')', 'O'), ('.', 'O'))"
A 2 year old female presenting with bilateral sporadic aniridia was found to have an apparently balanced reciprocal translocation with a chromosome 11 breakpoint within band p13 .,"(('A', 'O'), ('2', 'O'), ('year', 'O'), ('old', 'O'), ('female', 'O'), ('presenting', 'O'), ('with', 'O'), ('bilateral', 'B'), ('sporadic', 'I'), ('aniridia', 'I'), ('was', 'O'), ('found', 'O'), ('to', 'O'), ('have', 'O'), ('an', 'O'), ('apparently', 'O'), ('balanced', 'O'), ('reciprocal', 'O'), ('translocation', 'O'), ('with', 'O'), ('a', 'O'), ('chromosome', 'O'), ('11', 'O'), ('breakpoint', 'O'), ('within', 'O'), ('band', 'O'), ('p13', 'O'), ('.', 'O'))","(('A', 'O'), ('2', 'O'), ('year', 'O'), ('old', 'O'), ('female', 'O'), ('presenting', 'O'), ('with', 'O'), ('bilateral', 'O'), ('sporadic', 'O'), ('aniridia', 'B'), ('was', 'O'), ('found', 'O'), ('to', 'O'), ('have', 'O'), ('an', 'O'), ('apparently', 'O'), ('balanced', 'O'), ('reciprocal', 'O'), ('translocation', 'O'), ('with', 'O'), ('a', 'O'), ('chromosome', 'O'), ('11', 'O'), ('breakpoint', 'O'), ('within', 'O'), ('band', 'O'), ('p13', 'O'), ('.', 'O'))"
This case may therefore be another example of aniridia caused by a position effect as recently described in two familial aniridia patients in which the phenotype cosegregated with chromosome abnormalities with 11p13 breakpoints . .,"(('This', 'O'), ('case', 'O'), ('may', 'O'), ('therefore', 'O'), ('be', 'O'), ('another', 'O'), ('example', 'O'), ('of', 'O'), ('aniridia', 'B'), ('caused', 'O'), ('by', 'O'), ('a', 'O'), ('position', 'O'), ('effect', 'O'), ('as', 'O'), ('recently', 'O'), ('described', 'O'), ('in', 'O'), ('two', 'O'), ('familial', 'B'), ('aniridia', 'I'), ('patients', 'O'), ('in', 'O'), ('which', 'O'), ('the', 'O'), ('phenotype', 'O'), ('cosegregated', 'O'), ('with', 'O'), ('chromosome', 'B'), ('abnormalities', 'I'), ('with', 'O'), ('11p13', 'O'), ('breakpoints', 'O'), ('.', 'O'), ('.', 'O'))","(('This', 'O'), ('case', 'O'), ('may', 'O'), ('therefore', 'O'), ('be', 'O'), ('another', 'O'), ('example', 'O'), ('of', 'O'), ('aniridia', 'B'), ('caused', 'O'), ('by', 'O'), ('a', 'O'), ('position', 'O'), ('effect', 'O'), ('as', 'O'), ('recently', 'O'), ('described', 'O'), ('in', 'O'), ('two', 'O'), ('familial', 'O'), ('aniridia', 'B'), ('patients', 'O'), ('in', 'O'), ('which', 'O'), ('the', 'O'), ('phenotype', 'O'), ('cosegregated', 'O'), ('with', 'O'), ('chromosome', 'B'), ('abnormalities', 'I'), ('with', 'O'), ('11p13', 'O'), ('breakpoints', 'O'), ('.', 'O'), ('.', 'O'))"
Classical phenylketonuria ( PKU ) is an autosomal recessive disorder caused by a deficiency of hepatic phenylalanine hydroxylase ( PAH ) .,"(('Classical', 'O'), ('phenylketonuria', 'B'), ('(', 'O'), ('PKU', 'B'), (')', 'O'), ('is', 'O'), ('an', 'O'), ('autosomal', 'B'), ('recessive', 'I'), ('disorder', 'I'), ('caused', 'O'), ('by', 'O'), ('a', 'O'), ('deficiency', 'B'), ('of', 'I'), ('hepatic', 'I'), ('phenylalanine', 'I'), ('hydroxylase', 'I'), ('(', 'O'), ('PAH', 'O'), (')', 'O'), ('.', 'O'))","(('Classical', 'B'), ('phenylketonuria', 'I'), ('(', 'O'), ('PKU', 'B'), (')', 'O'), ('is', 'O'), ('an', 'O'), ('autosomal', 'B'), ('recessive', 'I'), ('disorder', 'I'), ('caused', 'O'), ('by', 'O'), ('a', 'O'), ('deficiency', 'B'), ('of', 'I'), ('hepatic', 'I'), ('phenylalanine', 'I'), ('hydroxylase', 'I'), ('(', 'O'), ('PAH', 'O'), (')', 'O'), ('.', 'O'))"
"In contrast , a vector derived from a recombinant adenovirus can restore 10 % - 80 % of normal hepatic PAH activity into PAH - deficient mice , which completely normalizes serum phenylalanine levels .","(('In', 'O'), ('contrast', 'O'), (',', 'O'), ('a', 'O'), ('vector', 'O'), ('derived', 'O'), ('from', 'O'), ('a', 'O'), ('recombinant', 'O'), ('adenovirus', 'O'), ('can', 'O'), ('restore', 'O'), ('10', 'O'), ('%', 'O'), ('-', 'O'), ('80', 'O'), ('%', 'O'), ('of', 'O'), ('normal', 'O'), ('hepatic', 'O'), ('PAH', 'O'), ('activity', 'O'), ('into', 'O'), ('PAH', 'B'), ('-', 'I'), ('deficient', 'I'), ('mice', 'O'), (',', 'O'), ('which', 'O'), ('completely', 'O'), ('normalizes', 'O'), ('serum', 'O'), ('phenylalanine', 'O'), ('levels', 'O'), ('.', 'O'))","(('In', 'O'), ('contrast', 'O'), (',', 'O'), ('a', 'O'), ('vector', 'O'), ('derived', 'O'), ('from', 'O'), ('a', 'O'), ('recombinant', 'O'), ('adenovirus', 'O'), ('can', 'O'), ('restore', 'O'), ('10', 'O'), ('%', 'O'), ('-', 'O'), ('80', 'O'), ('%', 'O'), ('of', 'O'), ('normal', 'O'), ('hepatic', 'O'), ('PAH', 'O'), ('activity', 'O'), ('into', 'O'), ('PAH', 'O'), ('-', 'O'), ('deficient', 'O'), ('mice', 'O'), (',', 'O'), ('which', 'O'), ('completely', 'O'), ('normalizes', 'O'), ('serum', 'O'), ('phenylalanine', 'O'), ('levels', 'O'), ('.', 'O'))"
"The 6174delT mutation in BRCA2 was recently identified as a frequent mutation in 8 out of 107 Ashkenazi Jewish women diagnosed with breast cancer by age 50 ( ref . 8 ) , as well as in three Ashkenazi male breast cancer patients .","(('The', 'O'), ('6174delT', 'O'), ('mutation', 'O'), ('in', 'O'), ('BRCA2', 'O'), ('was', 'O'), ('recently', 'O'), ('identified', 'O'), ('as', 'O'), ('a', 'O'), ('frequent', 'O'), ('mutation', 'O'), ('in', 'O'), ('8', 'O'), ('out', 'O'), ('of', 'O'), ('107', 'O'), ('Ashkenazi', 'O'), ('Jewish', 'O'), ('women', 'O'), ('diagnosed', 'O'), ('with', 'O'), ('breast', 'B'), ('cancer', 'I'), ('by', 'O'), ('age', 'O'), ('50', 'O'), ('(', 'O'), ('ref', 'O'), ('.', 'O'), ('8', 'O'), (')', 'O'), (',', 'O'), ('as', 'O'), ('well', 'O'), ('as', 'O'), ('in', 'O'), ('three', 'O'), ('Ashkenazi', 'O'), ('male', 'B'), ('breast', 'I'), ('cancer', 'I'), ('patients', 'O'), ('.', 'O'))","(('The', 'O'), ('6174delT', 'O'), ('mutation', 'O'), ('in', 'O'), ('BRCA2', 'O'), ('was', 'O'), ('recently', 'O'), ('identified', 'O'), ('as', 'O'), ('a', 'O'), ('frequent', 'O'), ('mutation', 'O'), ('in', 'O'), ('8', 'O'), ('out', 'O'), ('of', 'O'), ('107', 'O'), ('Ashkenazi', 'O'), ('Jewish', 'O'), ('women', 'O'), ('diagnosed', 'O'), ('with', 'O'), ('breast', 'B'), ('cancer', 'I'), ('by', 'O'), ('age', 'O'), ('50', 'O'), ('(', 'O'), ('ref', 'O'), ('.', 'O'), ('8', 'O'), (')', 'O'), (',', 'O'), ('as', 'O'), ('well', 'O'), ('as', 'O'), ('in', 'O'), ('three', 'O'), ('Ashkenazi', 'O'), ('male', 'O'), ('breast', 'B'), ('cancer', 'I'), ('patients', 'O'), ('.', 'O'))"
"The homozygous mutant ( ATM - / - ) mice are viable , growth - retarded , and infertile .","(('The', 'O'), ('homozygous', 'O'), ('mutant', 'O'), ('(', 'O'), ('ATM', 'O'), ('-', 'O'), ('/', 'O'), ('-', 'O'), (')', 'O'), ('mice', 'O'), ('are', 'O'), ('viable', 'O'), (',', 'O'), ('growth', 'O'), ('-', 'O'), ('retarded', 'O'), (',', 'O'), ('and', 'O'), ('infertile', 'O'), ('.', 'O'))","(('The', 'O'), ('homozygous', 'O'), ('mutant', 'O'), ('(', 'O'), ('ATM', 'O'), ('-', 'O'), ('/', 'O'), ('-', 'O'), (')', 'O'), ('mice', 'O'), ('are', 'O'), ('viable', 'O'), (',', 'O'), ('growth', 'B'), ('-', 'I'), ('retarded', 'I'), (',', 'O'), ('and', 'O'), ('infertile', 'O'), ('.', 'O'))"
Alignment of the predicted amino acid sequence of human VLCAD with those of the other human ACD enzymes revealed extensive sequence homology .,"(('Alignment', 'O'), ('of', 'O'), ('the', 'O'), ('predicted', 'O'), ('amino', 'O'), ('acid', 'O'), ('sequence', 'O'), ('of', 'O'), ('human', 'O'), ('VLCAD', 'O'), ('with', 'O'), ('those', 'O'), ('of', 'O'), ('the', 'O'), ('other', 'O'), ('human', 'O'), ('ACD', 'O'), ('enzymes', 'O'), ('revealed', 'O'), ('extensive', 'O'), ('sequence', 'O'), ('homology', 'O'), ('.', 'O'))","(('Alignment', 'O'), ('of', 'O'), ('the', 'O'), ('predicted', 'O'), ('amino', 'O'), ('acid', 'O'), ('sequence', 'O'), ('of', 'O'), ('human', 'O'), ('VLCAD', 'O'), ('with', 'O'), ('those', 'O'), ('of', 'O'), ('the', 'O'), ('other', 'O'), ('human', 'O'), ('ACD', 'B'), ('enzymes', 'O'), ('revealed', 'O'), ('extensive', 'O'), ('sequence', 'O'), ('homology', 'O'), ('.', 'O'))"
This agrees well with the fact that cardiac and muscle symptoms are characteristic for patients with VLCAD deficiency .,"(('This', 'O'), ('agrees', 'O'), ('well', 'O'), ('with', 'O'), ('the', 'O'), ('fact', 'O'), ('that', 'O'), ('cardiac', 'O'), ('and', 'O'), ('muscle', 'O'), ('symptoms', 'O'), ('are', 'O'), ('characteristic', 'O'), ('for', 'O'), ('patients', 'O'), ('with', 'O'), ('VLCAD', 'B'), ('deficiency', 'I'), ('.', 'O'))","(('This', 'O'), ('agrees', 'O'), ('well', 'O'), ('with', 'O'), ('the', 'O'), ('fact', 'O'), ('that', 'O'), ('cardiac', 'B'), ('and', 'I'), ('muscle', 'O'), ('symptoms', 'O'), ('are', 'O'), ('characteristic', 'O'), ('for', 'O'), ('patients', 'O'), ('with', 'O'), ('VLCAD', 'B'), ('deficiency', 'I'), ('.', 'O'))"
"The C7 defect is more enigmatic the protein is of normal molecular weight , low circulating concentration , and altered isoelectric point .","(('The', 'O'), ('C7', 'O'), ('defect', 'O'), ('is', 'O'), ('more', 'O'), ('enigmatic', 'O'), ('the', 'O'), ('protein', 'O'), ('is', 'O'), ('of', 'O'), ('normal', 'O'), ('molecular', 'O'), ('weight', 'O'), (',', 'O'), ('low', 'O'), ('circulating', 'O'), ('concentration', 'O'), (',', 'O'), ('and', 'O'), ('altered', 'O'), ('isoelectric', 'O'), ('point', 'O'), ('.', 'O'))","(('The', 'O'), ('C7', 'B'), ('defect', 'I'), ('is', 'O'), ('more', 'O'), ('enigmatic', 'O'), ('the', 'O'), ('protein', 'O'), ('is', 'O'), ('of', 'O'), ('normal', 'O'), ('molecular', 'O'), ('weight', 'O'), (',', 'O'), ('low', 'O'), ('circulating', 'O'), ('concentration', 'O'), (',', 'O'), ('and', 'O'), ('altered', 'O'), ('isoelectric', 'O'), ('point', 'O'), ('.', 'O'))"
HPRT - deficient mice generated using mouse embryonic stem cells exhibit none of the behavioral symptoms associated with the Lesch - Nyhan syndrome .,"(('HPRT', 'B'), ('-', 'I'), ('deficient', 'I'), ('mice', 'O'), ('generated', 'O'), ('using', 'O'), ('mouse', 'O'), ('embryonic', 'O'), ('stem', 'O'), ('cells', 'O'), ('exhibit', 'O'), ('none', 'O'), ('of', 'O'), ('the', 'O'), ('behavioral', 'O'), ('symptoms', 'O'), ('associated', 'O'), ('with', 'O'), ('the', 'O'), ('Lesch', 'B'), ('-', 'I'), ('Nyhan', 'I'), ('syndrome', 'I'), ('.', 'O'))","(('HPRT', 'O'), ('-', 'O'), ('deficient', 'I'), ('mice', 'O'), ('generated', 'O'), ('using', 'O'), ('mouse', 'O'), ('embryonic', 'O'), ('stem', 'O'), ('cells', 'O'), ('exhibit', 'O'), ('none', 'O'), ('of', 'O'), ('the', 'O'), ('behavioral', 'O'), ('symptoms', 'O'), ('associated', 'O'), ('with', 'O'), ('the', 'O'), ('Lesch', 'B'), ('-', 'I'), ('Nyhan', 'I'), ('syndrome', 'I'), ('.', 'O'))"
"BACKGROUND & AIMS The chromosome region 18q21 has been shown to be frequently deleted in colorectal cancers , and such frequent allelic loss is a hallmark of the presence of a tumor - suppressor gene .","(('BACKGROUND', 'O'), ('&', 'O'), ('AIMS', 'O'), ('The', 'O'), ('chromosome', 'O'), ('region', 'O'), ('18q21', 'O'), ('has', 'O'), ('been', 'O'), ('shown', 'O'), ('to', 'O'), ('be', 'O'), ('frequently', 'O'), ('deleted', 'O'), ('in', 'O'), ('colorectal', 'B'), ('cancers', 'I'), (',', 'O'), ('and', 'O'), ('such', 'O'), ('frequent', 'O'), ('allelic', 'O'), ('loss', 'O'), ('is', 'O'), ('a', 'O'), ('hallmark', 'O'), ('of', 'O'), ('the', 'O'), ('presence', 'O'), ('of', 'O'), ('a', 'O'), ('tumor', 'O'), ('-', 'O'), ('suppressor', 'O'), ('gene', 'O'), ('.', 'O'))","(('BACKGROUND', 'O'), ('&', 'O'), ('AIMS', 'O'), ('The', 'O'), ('chromosome', 'O'), ('region', 'O'), ('18q21', 'O'), ('has', 'O'), ('been', 'O'), ('shown', 'O'), ('to', 'O'), ('be', 'O'), ('frequently', 'O'), ('deleted', 'O'), ('in', 'O'), ('colorectal', 'B'), ('cancers', 'I'), (',', 'O'), ('and', 'O'), ('such', 'O'), ('frequent', 'O'), ('allelic', 'O'), ('loss', 'O'), ('is', 'O'), ('a', 'O'), ('hallmark', 'O'), ('of', 'O'), ('the', 'O'), ('presence', 'O'), ('of', 'O'), ('a', 'O'), ('tumor', 'B'), ('-', 'O'), ('suppressor', 'O'), ('gene', 'O'), ('.', 'O'))"
"The DPC4 gene , which is located at 18q21 , has been identified as a tumor - suppressor gene from examination of pancreatic cancers .","(('The', 'O'), ('DPC4', 'O'), ('gene', 'O'), (',', 'O'), ('which', 'O'), ('is', 'O'), ('located', 'O'), ('at', 'O'), ('18q21', 'O'), (',', 'O'), ('has', 'O'), ('been', 'O'), ('identified', 'O'), ('as', 'O'), ('a', 'O'), ('tumor', 'O'), ('-', 'O'), ('suppressor', 'O'), ('gene', 'O'), ('from', 'O'), ('examination', 'O'), ('of', 'O'), ('pancreatic', 'B'), ('cancers', 'I'), ('.', 'O'))","(('The', 'O'), ('DPC4', 'O'), ('gene', 'O'), (',', 'O'), ('which', 'O'), ('is', 'O'), ('located', 'O'), ('at', 'O'), ('18q21', 'O'), (',', 'O'), ('has', 'O'), ('been', 'O'), ('identified', 'O'), ('as', 'O'), ('a', 'O'), ('tumor', 'B'), ('-', 'O'), ('suppressor', 'O'), ('gene', 'O'), ('from', 'O'), ('examination', 'O'), ('of', 'O'), ('pancreatic', 'B'), ('cancers', 'I'), ('.', 'O'))"
"CONCLUSIONS The DPC4 gene may play a role as a tumor - suppressor gene in a fraction of colorectal cancers ; however , while allelic loss at 18q21 is very often seen in colorectal cancers , only a minority show DPC4 mutations , suggesting that there might be another tumor - suppressor gene in this chromosome region . .","(('CONCLUSIONS', 'O'), ('The', 'O'), ('DPC4', 'O'), ('gene', 'O'), ('may', 'O'), ('play', 'O'), ('a', 'O'), ('role', 'O'), ('as', 'O'), ('a', 'O'), ('tumor', 'O'), ('-', 'O'), ('suppressor', 'O'), ('gene', 'O'), ('in', 'O'), ('a', 'O'), ('fraction', 'O'), ('of', 'O'), ('colorectal', 'B'), ('cancers', 'I'), (';', 'O'), ('however', 'O'), (',', 'O'), ('while', 'O'), ('allelic', 'O'), ('loss', 'O'), ('at', 'O'), ('18q21', 'O'), ('is', 'O'), ('very', 'O'), ('often', 'O'), ('seen', 'O'), ('in', 'O'), ('colorectal', 'B'), ('cancers', 'I'), (',', 'O'), ('only', 'O'), ('a', 'O'), ('minority', 'O'), ('show', 'O'), ('DPC4', 'O'), ('mutations', 'O'), (',', 'O'), ('suggesting', 'O'), ('that', 'O'), ('there', 'O'), ('might', 'O'), ('be', 'O'), ('another', 'O'), ('tumor', 'O'), ('-', 'O'), ('suppressor', 'O'), ('gene', 'O'), ('in', 'O'), ('this', 'O'), ('chromosome', 'O'), ('region', 'O'), ('.', 'O'), ('.', 'O'))","(('CONCLUSIONS', 'O'), ('The', 'O'), ('DPC4', 'O'), ('gene', 'O'), ('may', 'O'), ('play', 'O'), ('a', 'O'), ('role', 'O'), ('as', 'O'), ('a', 'O'), ('tumor', 'B'), ('-', 'O'), ('suppressor', 'O'), ('gene', 'O'), ('in', 'O'), ('a', 'O'), ('fraction', 'O'), ('of', 'O'), ('colorectal', 'B'), ('cancers', 'I'), (';', 'O'), ('however', 'O'), (',', 'O'), ('while', 'O'), ('allelic', 'O'), ('loss', 'O'), ('at', 'O'), ('18q21', 'O'), ('is', 'O'), ('very', 'O'), ('often', 'O'), ('seen', 'O'), ('in', 'O'), ('colorectal', 'B'), ('cancers', 'I'), (',', 'O'), ('only', 'O'), ('a', 'O'), ('minority', 'O'), ('show', 'O'), ('DPC4', 'O'), ('mutations', 'O'), (',', 'O'), ('suggesting', 'O'), ('that', 'O'), ('there', 'O'), ('might', 'O'), ('be', 'O'), ('another', 'O'), ('tumor', 'B'), ('-', 'O'), ('suppressor', 'O'), ('gene', 'O'), ('in', 'O'), ('this', 'O'), ('chromosome', 'O'), ('region', 'O'), ('.', 'O'), ('.', 'O'))"
Pleiotropic defects in ataxia - telangiectasia protein - deficient mice .,"(('Pleiotropic', 'O'), ('defects', 'O'), ('in', 'O'), ('ataxia', 'B'), ('-', 'I'), ('telangiectasia', 'I'), ('protein', 'O'), ('-', 'O'), ('deficient', 'O'), ('mice', 'O'), ('.', 'O'))","(('Pleiotropic', 'O'), ('defects', 'O'), ('in', 'O'), ('ataxia', 'B'), ('-', 'I'), ('telangiectasia', 'I'), ('protein', 'I'), ('-', 'I'), ('deficient', 'I'), ('mice', 'O'), ('.', 'O'))"
Atm - deficient fibroblasts grow poorly in culture and display a high level of double - stranded chromosome breaks .,"(('Atm', 'O'), ('-', 'O'), ('deficient', 'O'), ('fibroblasts', 'O'), ('grow', 'O'), ('poorly', 'O'), ('in', 'O'), ('culture', 'O'), ('and', 'O'), ('display', 'O'), ('a', 'O'), ('high', 'O'), ('level', 'O'), ('of', 'O'), ('double', 'O'), ('-', 'O'), ('stranded', 'O'), ('chromosome', 'O'), ('breaks', 'O'), ('.', 'O'))","(('Atm', 'B'), ('-', 'I'), ('deficient', 'I'), ('fibroblasts', 'O'), ('grow', 'O'), ('poorly', 'O'), ('in', 'O'), ('culture', 'O'), ('and', 'O'), ('display', 'O'), ('a', 'O'), ('high', 'O'), ('level', 'O'), ('of', 'O'), ('double', 'O'), ('-', 'O'), ('stranded', 'O'), ('chromosome', 'O'), ('breaks', 'O'), ('.', 'O'))"
