Sentence,Gold,Pred
This is consistent with prior histopathological studies that show predominant loss of parvo - cellular axons ( or small - caliber axons ) within the papillo - macular bundle in toxic or hereditary optic neuropathies .,"('toxic', 'O')","('toxic', 'B')"
This is consistent with prior histopathological studies that show predominant loss of parvo - cellular axons ( or small - caliber axons ) within the papillo - macular bundle in toxic or hereditary optic neuropathies .,"('or', 'O')","('or', 'I')"
This is consistent with prior histopathological studies that show predominant loss of parvo - cellular axons ( or small - caliber axons ) within the papillo - macular bundle in toxic or hereditary optic neuropathies .,"('hereditary', 'O')","('hereditary', 'I')"
This is consistent with prior histopathological studies that show predominant loss of parvo - cellular axons ( or small - caliber axons ) within the papillo - macular bundle in toxic or hereditary optic neuropathies .,"('optic', 'B')","('optic', 'I')"
"Additionally , in terms of management of EMB - induced optic neuropathy , it is important to properly manage ethambutol dosing in patients with renal impairment and to achieve proper transition to a maintenance dose once an appropriate loading dose has been reached .","('EMB', 'O')","('EMB', 'B')"
"Abdominal ultrasound showed an adrenal mass , and postoperative histologic examination confirmed the diagnosis of pheochromocytoma .","('adrenal', 'O')","('adrenal', 'B')"
"Minor neurological dysfunction , cognitive development , and somatic development at the age of 3 to 7 years after dexamethasone treatment in very - low birth - weight infants .","('very', 'O')","('very', 'B')"
"Minor neurological dysfunction , cognitive development , and somatic development at the age of 3 to 7 years after dexamethasone treatment in very - low birth - weight infants .","('low', 'O')","('low', 'I')"
"The objective of this study was to assess minor neurological dysfunction , cognitive development , and somatic development after dexamethasone therapy in very - low - birthweight infants .","('very', 'O')","('very', 'B')"
"Valproic acid I : time course of lipid peroxidation biomarkers , liver toxicity , and valproic acid metabolite levels in rats .","('liver', 'B')","('liver', 'O')"
"Valproic acid I : time course of lipid peroxidation biomarkers , liver toxicity , and valproic acid metabolite levels in rats .","('toxicity', 'I')","('toxicity', 'O')"
"EXPERIMENTAL DESIGN : Because of their widespread use , the hematologic toxicity following coadministration of dexrazoxane and these three structurally different DNA cleavage enhancers was investigated : Sensitivity of human and murine blood progenitor cells to etoposide , daunorubicin , and doxorubicin + / - dexrazoxane was determined in granulocyte - macrophage colony forming assays .","('hematologic', 'B')","('hematologic', 'O')"
"EXPERIMENTAL DESIGN : Because of their widespread use , the hematologic toxicity following coadministration of dexrazoxane and these three structurally different DNA cleavage enhancers was investigated : Sensitivity of human and murine blood progenitor cells to etoposide , daunorubicin , and doxorubicin + / - dexrazoxane was determined in granulocyte - macrophage colony forming assays .","('toxicity', 'I')","('toxicity', 'O')"
No malignant lesion was found .,"('malignant', 'O')","('malignant', 'B')"
Human malignant brain tumors have a poor prognosis in spite of surgery and radiation therapy .,"('malignant', 'O')","('malignant', 'B')"
Human malignant brain tumors have a poor prognosis in spite of surgery and radiation therapy .,"('brain', 'B')","('brain', 'I')"
"A rare cause , drug - induced vasculitis , may result from the production of antineutrophil cytoplasmic antibodies ( ANCAs ) in response to a medication .","('vasculitis', 'B')","('vasculitis', 'I')"
"The diagnosis of propylthiouracil ( PTU ) - associated vasculitis was made by observation of consistent clinical features , the detection of elevated ANA and ANCA in the blood , and the observed clinical resolution of symptoms following withdrawal of PTU .","('propylthiouracil', 'O')","('propylthiouracil', 'B')"
"The diagnosis of propylthiouracil ( PTU ) - associated vasculitis was made by observation of consistent clinical features , the detection of elevated ANA and ANCA in the blood , and the observed clinical resolution of symptoms following withdrawal of PTU .","('vasculitis', 'B')","('vasculitis', 'I')"
"Although ribavirin - associated anemia can be reversed by dose reduction or discontinuation , this approach compromises outcomes by significantly decreasing SVR rates .","('SVR', 'O')","('SVR', 'B')"
Recombinant human erythropoietin has been used to manage ribavirin - associated anemia but has other potential disadvantages .,"('ribavirin', 'O')","('ribavirin', 'B')"
Recombinant human erythropoietin has been used to manage ribavirin - associated anemia but has other potential disadvantages .,"('anemia', 'B')","('anemia', 'I')"
This study examined the utility of biometry for detecting alcohol - related fetal growth impairment .,"('alcohol', 'O')","('alcohol', 'B')"
This study examined the utility of biometry for detecting alcohol - related fetal growth impairment .,"('fetal', 'O')","('fetal', 'B')"
This study examined the utility of biometry for detecting alcohol - related fetal growth impairment .,"('growth', 'B')","('growth', 'I')"
Amphetamine abuse was predictive of larger cranial to body growth ratios .,"('Amphetamine', 'O')","('Amphetamine', 'B')"
Ethambutol - associated optic neuropathy .,"('Ethambutol', 'O')","('Ethambutol', 'B')"
CLINICAL PICTURE : Three patients with ethambutol - associated toxic optic neuropathy are described .,"('toxic', 'O')","('toxic', 'B')"
CLINICAL PICTURE : Three patients with ethambutol - associated toxic optic neuropathy are described .,"('optic', 'B')","('optic', 'I')"
"The author postulates that in cases of ethambutol associated chiasmopathy , ethambutol may initially affect the optic nerves and subsequently progress to involve the optic chiasm .","('chiasmopathy', 'O')","('chiasmopathy', 'B')"
"7 days later , the fever disappeared and the patient ' s serum CPK levels were normalized ( 175 IU / L ) .","('fever', 'B')","('fever', 'O')"
Co - administration of lidocaine with desipramine reversed the changes of convulsive activity of lidocaine and cocaine induced by repeated administration of desipramine .,"('convulsive', 'B')","('convulsive', 'O')"
This suggests that alpha - TC and DFO ameliorate the MA - induced neuronal damage by decreasing the level of oxidative stress .,"('MA', 'O')","('MA', 'B')"
This suggests that alpha - TC and DFO ameliorate the MA - induced neuronal damage by decreasing the level of oxidative stress .,"('neuronal', 'B')","('neuronal', 'O')"
This suggests that alpha - TC and DFO ameliorate the MA - induced neuronal damage by decreasing the level of oxidative stress .,"('damage', 'I')","('damage', 'O')"
"In this report , we encountered a patient with decompensated HBV - related cirrhosis who exhibited the dramatic improvements after antiviral therapy .","('decompensated', 'O')","('decompensated', 'B')"
"In this report , we encountered a patient with decompensated HBV - related cirrhosis who exhibited the dramatic improvements after antiviral therapy .","('HBV', 'O')","('HBV', 'I')"
"In this report , we encountered a patient with decompensated HBV - related cirrhosis who exhibited the dramatic improvements after antiviral therapy .","('-', 'O')","('-', 'I')"
"In this report , we encountered a patient with decompensated HBV - related cirrhosis who exhibited the dramatic improvements after antiviral therapy .","('related', 'O')","('related', 'I')"
"In this report , we encountered a patient with decompensated HBV - related cirrhosis who exhibited the dramatic improvements after antiviral therapy .","('cirrhosis', 'B')","('cirrhosis', 'I')"
"The administration of lamivudine to patients with HBV - related cirrhosis , like our present case , should be considered as an initial medical therapeutic option , especially in countries where liver transplantation is not reliably available .","('HBV', 'O')","('HBV', 'B')"
"The administration of lamivudine to patients with HBV - related cirrhosis , like our present case , should be considered as an initial medical therapeutic option , especially in countries where liver transplantation is not reliably available .","('-', 'O')","('-', 'I')"
"The administration of lamivudine to patients with HBV - related cirrhosis , like our present case , should be considered as an initial medical therapeutic option , especially in countries where liver transplantation is not reliably available .","('related', 'O')","('related', 'I')"
"The administration of lamivudine to patients with HBV - related cirrhosis , like our present case , should be considered as an initial medical therapeutic option , especially in countries where liver transplantation is not reliably available .","('cirrhosis', 'B')","('cirrhosis', 'I')"
Intravenous phenytoin was administered during the later part of the surgery for seizure prophylaxis .,"('seizure', 'B')","('seizure', 'O')"
Specific gravity ( SG ) was determined in the subcortex and in two sites in the cortex ( core and periphery of the ischemic territory ) .,"('ischemic', 'B')","('ischemic', 'O')"
"The extent of neuronal injury was determined by 2 , 3 , 5 - triphenyltetrazolium staining .","('neuronal', 'B')","('neuronal', 'O')"
"The extent of neuronal injury was determined by 2 , 3 , 5 - triphenyltetrazolium staining .","('injury', 'I')","('injury', 'O')"
"In the ischemic core , there was no difference in SG in the subcortex and cortex in the two groups .","('ischemic', 'B')","('ischemic', 'O')"
"Earlier studies have demonstrated that antagonism of sigma1 receptors attenuates the convulsive , lethal , locomotor stimulatory and rewarding actions of cocaine in mice .","('convulsive', 'B')","('convulsive', 'O')"
"Without the knowledge of the medical personnel , the patient ' s mother administered three doses of clonidine during the evening before and morning of surgery to reduce anxiety .","('anxiety', 'B')","('anxiety', 'O')"
Angiotensin - converting enzyme ( ACE ) inhibitor - associated angioedema of the stomach and small intestine : a case report .,"('Angiotensin', 'O')","('Angiotensin', 'B')"
Angiotensin - converting enzyme ( ACE ) inhibitor - associated angioedema of the stomach and small intestine : a case report .,"('of', 'O')","('of', 'I')"
Angiotensin - converting enzyme ( ACE ) inhibitor - associated angioedema of the stomach and small intestine : a case report .,"('the', 'O')","('the', 'I')"
Angiotensin - converting enzyme ( ACE ) inhibitor - associated angioedema of the stomach and small intestine : a case report .,"('stomach', 'O')","('stomach', 'I')"
Angiotensin - converting enzyme ( ACE ) inhibitor - associated angioedema of the stomach and small intestine : a case report .,"('and', 'O')","('and', 'I')"
Angiotensin - converting enzyme ( ACE ) inhibitor - associated angioedema of the stomach and small intestine : a case report .,"('small', 'O')","('small', 'I')"
Angiotensin - converting enzyme ( ACE ) inhibitor - associated angioedema of the stomach and small intestine : a case report .,"('intestine', 'O')","('intestine', 'I')"
"From the analysis of these cases , two distinct forms of carbamazepine - associated cardiac dysfunction emerged .","('carbamazepine', 'O')","('carbamazepine', 'B')"
"Because carbamazepine is widely used in the treatment of many neurologic and psychiatric conditions , the recognition of the latter syndrome has important implications for the use of this drug in elderly patients .","('neurologic', 'O')","('neurologic', 'B')"
"Because carbamazepine is widely used in the treatment of many neurologic and psychiatric conditions , the recognition of the latter syndrome has important implications for the use of this drug in elderly patients .","('and', 'O')","('and', 'I')"
"Because carbamazepine is widely used in the treatment of many neurologic and psychiatric conditions , the recognition of the latter syndrome has important implications for the use of this drug in elderly patients .","('psychiatric', 'B')","('psychiatric', 'I')"
"Because carbamazepine is widely used in the treatment of many neurologic and psychiatric conditions , the recognition of the latter syndrome has important implications for the use of this drug in elderly patients .","('conditions', 'O')","('conditions', 'I')"
Detection of abnormal cardiac adrenergic neuron activity in adriamycin - induced cardiomyopathy with iodine - 125 - metaiodobenzylguanidine .,"('adriamycin', 'O')","('adriamycin', 'B')"
"Using a rat model of adriamycin - induced cardiomyopathy , we tested the hypothesis that abnormal cardiac adrenergic neuron activity may appear and be exacerbated dose - dependently in adriamycin cardiomyopathy .","('adriamycin', 'O')","('adriamycin', 'B')"
"Using a rat model of adriamycin - induced cardiomyopathy , we tested the hypothesis that abnormal cardiac adrenergic neuron activity may appear and be exacerbated dose - dependently in adriamycin cardiomyopathy .","('adriamycin', 'O')","('adriamycin', 'B')"
"Using a rat model of adriamycin - induced cardiomyopathy , we tested the hypothesis that abnormal cardiac adrenergic neuron activity may appear and be exacerbated dose - dependently in adriamycin cardiomyopathy .","('cardiomyopathy', 'B')","('cardiomyopathy', 'I')"
"There were no abnormalities or only isolated degeneration in the 1 - or 2 - wk treatment groups , isolated or scattered degeneration in half of the 3 - wk group , frequent scattered degeneration in the 4 - wk group , scattered or focal degeneration in the 5 - wk group , and extensive degeneration in the 8 - wk group .","('degeneration', 'O')","('degeneration', 'I')"
"There were no abnormalities or only isolated degeneration in the 1 - or 2 - wk treatment groups , isolated or scattered degeneration in half of the 3 - wk group , frequent scattered degeneration in the 4 - wk group , scattered or focal degeneration in the 5 - wk group , and extensive degeneration in the 8 - wk group .","('degeneration', 'O')","('degeneration', 'B')"
"There were no abnormalities or only isolated degeneration in the 1 - or 2 - wk treatment groups , isolated or scattered degeneration in half of the 3 - wk group , frequent scattered degeneration in the 4 - wk group , scattered or focal degeneration in the 5 - wk group , and extensive degeneration in the 8 - wk group .","('degeneration', 'O')","('degeneration', 'I')"
"There were no abnormalities or only isolated degeneration in the 1 - or 2 - wk treatment groups , isolated or scattered degeneration in half of the 3 - wk group , frequent scattered degeneration in the 4 - wk group , scattered or focal degeneration in the 5 - wk group , and extensive degeneration in the 8 - wk group .","('degeneration', 'O')","('degeneration', 'I')"
"There were no abnormalities or only isolated degeneration in the 1 - or 2 - wk treatment groups , isolated or scattered degeneration in half of the 3 - wk group , frequent scattered degeneration in the 4 - wk group , scattered or focal degeneration in the 5 - wk group , and extensive degeneration in the 8 - wk group .","('degeneration', 'O')","('degeneration', 'I')"
The findings showed that peripheral iron dextran overload increased the iron staining positive cells and reduced the number of TH - immunoreactive neurons in the SN .,"('dextran', 'O')","('dextran', 'I')"
The findings showed that peripheral iron dextran overload increased the iron staining positive cells and reduced the number of TH - immunoreactive neurons in the SN .,"('overload', 'O')","('overload', 'I')"
Even more dramatic changes were found in chronic overload group .,"('chronic', 'O')","('chronic', 'B')"
Even more dramatic changes were found in chronic overload group .,"('overload', 'O')","('overload', 'I')"
"Phenobarbital ( PB ) has a reputation for safety , and it is commonly believed that PB - related increases in serum aminotransferase levels do not indicate or predict the development of significant chronic liver disease .","('chronic', 'O')","('chronic', 'B')"
"Phenobarbital ( PB ) has a reputation for safety , and it is commonly believed that PB - related increases in serum aminotransferase levels do not indicate or predict the development of significant chronic liver disease .","('liver', 'B')","('liver', 'I')"
"Our findings illustrate that PB may be associated with chronic liver damage , which may lead to more serious and deleterious consequences .","('PB', 'O')","('PB', 'B')"
"Our findings illustrate that PB may be associated with chronic liver damage , which may lead to more serious and deleterious consequences .","('liver', 'B')","('liver', 'I')"
"For this reason , each clinician should recognize this entity in the differential diagnosis of PB - related asymptomatic chronic hepatic enzyme dysfunction .","('PB', 'O')","('PB', 'B')"
"For this reason , each clinician should recognize this entity in the differential diagnosis of PB - related asymptomatic chronic hepatic enzyme dysfunction .","('chronic', 'B')","('chronic', 'O')"
"RESULTS : We identified 27 reports of toxic leukoencephalopathy in patients treated with methotrexate ( intrathecal , systemic ) , 5 - fluorouracil and its derivative carmofur , and capecitabine .","('toxic', 'O')","('toxic', 'B')"
"RESULTS : We identified 27 reports of toxic leukoencephalopathy in patients treated with methotrexate ( intrathecal , systemic ) , 5 - fluorouracil and its derivative carmofur , and capecitabine .","('leukoencephalopathy', 'B')","('leukoencephalopathy', 'I')"
Complete resolution of symptoms within 1 - 4 days was accompanied by normalisation of ADC abnormalities .,"('ADC', 'O')","('ADC', 'B')"
Complete resolution of symptoms within 1 - 4 days was accompanied by normalisation of ADC abnormalities .,"('abnormalities', 'O')","('abnormalities', 'I')"
CONCLUSIONS : Several pathophysiological models of delayed leukoencephalopathy after exposure to intrathecal or systemic chemotherapy have been proposed .,"('delayed', 'O')","('delayed', 'B')"
CONCLUSIONS : Several pathophysiological models of delayed leukoencephalopathy after exposure to intrathecal or systemic chemotherapy have been proposed .,"('leukoencephalopathy', 'B')","('leukoencephalopathy', 'I')"
Dexmedetomidine and cardiac protection for non - cardiac surgery : a meta - analysis of randomised controlled trials .,"('non', 'O')","('non', 'B')"
Dexmedetomidine and cardiac protection for non - cardiac surgery : a meta - analysis of randomised controlled trials .,"('-', 'O')","('-', 'I')"
Dexmedetomidine and cardiac protection for non - cardiac surgery : a meta - analysis of randomised controlled trials .,"('cardiac', 'O')","('cardiac', 'I')"
Dexmedetomidine and cardiac protection for non - cardiac surgery : a meta - analysis of randomised controlled trials .,"('surgery', 'O')","('surgery', 'I')"
We conducted a systematic review of the effects of dexmedetomidine on cardiac outcomes following non - cardiac surgery .,"('non', 'O')","('non', 'B')"
We conducted a systematic review of the effects of dexmedetomidine on cardiac outcomes following non - cardiac surgery .,"('-', 'O')","('-', 'I')"
We conducted a systematic review of the effects of dexmedetomidine on cardiac outcomes following non - cardiac surgery .,"('cardiac', 'O')","('cardiac', 'I')"
"However , no significant effects were found with other visual analog scales reflecting subjective sedation and clear - headedness .","('clear', 'O')","('clear', 'B')"
"However , no significant effects were found with other visual analog scales reflecting subjective sedation and clear - headedness .","('-', 'O')","('-', 'I')"
"However , no significant effects were found with other visual analog scales reflecting subjective sedation and clear - headedness .","('headedness', 'O')","('headedness', 'I')"
High dose dexmedetomidine as the sole sedative for pediatric MRI .,"('MRI', 'O')","('MRI', 'B')"
Dexmedetomidine is useful as the sole sedative for pediatric MRI .,"('MRI', 'O')","('MRI', 'B')"
BACKGROUND : Spontaneous reporting systems for adverse drug reactions ( ADRs ) are handicapped by under - reporting and limited detail on individual cases .,"('adverse', 'O')","('adverse', 'B')"
BACKGROUND : Spontaneous reporting systems for adverse drug reactions ( ADRs ) are handicapped by under - reporting and limited detail on individual cases .,"('drug', 'O')","('drug', 'I')"
BACKGROUND : Spontaneous reporting systems for adverse drug reactions ( ADRs ) are handicapped by under - reporting and limited detail on individual cases .,"('ADRs', 'O')","('ADRs', 'B')"
We report an investigation from a local surveillance for serious adverse drug reactions associated with disease modifying anti - rheumatic drugs that was triggered by the occurrence of liver failure in two of our patients .,"('rheumatic', 'O')","('rheumatic', 'I')"
METHODS : Serious ADR reports have been solicited from local clinicians by regular postcards over the past seven years .,"('ADR', 'O')","('ADR', 'B')"
"The data suggest that in VIP ( - / - ) mice with bladder inflammation , inflammatory mediators are increased above that observed in WT with CYP .","('CYP', 'O')","('CYP', 'B')"
"The two metabolic phenotypes , extensive ( EM ) and poor metabolizers ( PM ) , show different stereoselective metabolism , resulting in apparently higher beta - 1 adrenoceptor antagonistic potency of racemic metoprolol in EMs .","('EMs', 'O')","('EMs', 'B')"
"By using pharmacokinetic pharmacodynamic modeling the pharmacodynamics of racemic metoprolol and the active S - isomer , were quantitated in EMs and PMs in terms of IC50 values , representing metoprolol plasma concentrations resulting in half - maximum receptor occupancy .","('EMs', 'O')","('EMs', 'B')"
"By using pharmacokinetic pharmacodynamic modeling the pharmacodynamics of racemic metoprolol and the active S - isomer , were quantitated in EMs and PMs in terms of IC50 values , representing metoprolol plasma concentrations resulting in half - maximum receptor occupancy .","('PMs', 'O')","('PMs', 'B')"
"In PMs , metoprolol increased the terbutaline area under the plasma concentration vs . time curve ( + 67 % ) .","('PMs', 'O')","('PMs', 'B')"
Higher metoprolol / alpha - hydroxymetoprolol ratios in PMs were predictive for higher R - / S - isomer ratios of unchanged drug .,"('PMs', 'O')","('PMs', 'B')"
"There was a difference in metoprolol potency with higher racemic metoprolol IC50 values in PMs ( 72 + / - 7 ng . ml - 1 ) than EMs ( 42 + / - 8 ng . ml - 1 , P less than . 001 ) . ( ABSTRACT TRUNCATED AT 250 WORDS )","('PMs', 'O')","('PMs', 'B')"
"There was a difference in metoprolol potency with higher racemic metoprolol IC50 values in PMs ( 72 + / - 7 ng . ml - 1 ) than EMs ( 42 + / - 8 ng . ml - 1 , P less than . 001 ) . ( ABSTRACT TRUNCATED AT 250 WORDS )","('EMs', 'O')","('EMs', 'B')"
"Histopathological examination revealed severe renal damage such as proteinaceous casts in tubuli and tubular expansion in the kidney of control rats , while an improvement of the damage was seen in antithrombin - treated rats .","('renal', 'B')","('renal', 'O')"
"Histopathological examination revealed severe renal damage such as proteinaceous casts in tubuli and tubular expansion in the kidney of control rats , while an improvement of the damage was seen in antithrombin - treated rats .","('damage', 'I')","('damage', 'O')"
Heparin - induced thrombocytopenia after liver transplantation .,"('Heparin', 'O')","('Heparin', 'B')"
These findings suggest that B1R is detrimental in DOX cardiomyopathy in that it mediates the inflammatory response and apoptosis .,"('DOX', 'O')","('DOX', 'B')"
These findings suggest that B1R is detrimental in DOX cardiomyopathy in that it mediates the inflammatory response and apoptosis .,"('cardiomyopathy', 'B')","('cardiomyopathy', 'I')"
These insights might have useful implications for future studies utilizing B1R antagonists for treatment of human DOX cardiomyopathy .,"('DOX', 'O')","('DOX', 'B')"
These insights might have useful implications for future studies utilizing B1R antagonists for treatment of human DOX cardiomyopathy .,"('cardiomyopathy', 'B')","('cardiomyopathy', 'I')"
"Suboptimal seizure duration is commonly encountered in electroconvulsive therapy practice , especially in older patients with higher seizure thresholds .","('seizure', 'B')","('seizure', 'O')"
"Suboptimal seizure duration is commonly encountered in electroconvulsive therapy practice , especially in older patients with higher seizure thresholds .","('seizure', 'B')","('seizure', 'O')"
Proteinase 3 - antineutrophil cytoplasmic antibody - ( PR3 - ANCA ) positive necrotizing glomerulonephritis after restarting sulphasalazine treatment .,"('necrotizing', 'O')","('necrotizing', 'B')"
Proteinase 3 - antineutrophil cytoplasmic antibody - ( PR3 - ANCA ) positive necrotizing glomerulonephritis after restarting sulphasalazine treatment .,"('glomerulonephritis', 'B')","('glomerulonephritis', 'I')"
This case suggests that sulphasalazine can induce PR3 - ANCA - positive necrotizing glomerulonephritis .,"('necrotizing', 'O')","('necrotizing', 'B')"
This case suggests that sulphasalazine can induce PR3 - ANCA - positive necrotizing glomerulonephritis .,"('glomerulonephritis', 'B')","('glomerulonephritis', 'I')"
Levodopa equivalent daily intake was significantly reduced in the STN group .,"('STN', 'O')","('STN', 'B')"
We describe the case of a woman who developed the syndrome after chemotherapy for metastatic cancer .,"('metastatic', 'O')","('metastatic', 'B')"
We describe the case of a woman who developed the syndrome after chemotherapy for metastatic cancer .,"('cancer', 'B')","('cancer', 'I')"
She underwent recent chemotherapy with fluorouracil for metastatic colorectal cancer .,"('metastatic', 'O')","('metastatic', 'B')"
She underwent recent chemotherapy with fluorouracil for metastatic colorectal cancer .,"('colorectal', 'B')","('colorectal', 'I')"
Coronary angiography revealed no obstructive coronary lesions .,"('obstructive', 'O')","('obstructive', 'B')"
Coronary angiography revealed no obstructive coronary lesions .,"('coronary', 'O')","('coronary', 'I')"
Coronary angiography revealed no obstructive coronary lesions .,"('lesions', 'O')","('lesions', 'I')"
"In contrast , such extensive lesions were never found in the PCC group .","('PCC', 'O')","('PCC', 'B')"
AUTHORS ' CONCLUSIONS : HT is not indicated for the routine management of chronic disease .,"('chronic', 'O')","('chronic', 'B')"
"We need more evidence on the safety of HT for menopausal symptom control , though short - term use appears to be relatively safe for healthy younger women .","('menopausal', 'O')","('menopausal', 'B')"
"Pyrazinamide can have adverse effects such as hepatic toxicity , hyperuricemia or digestive disorders .","('digestive', 'O')","('digestive', 'B')"
"Pyrazinamide can have adverse effects such as hepatic toxicity , hyperuricemia or digestive disorders .","('disorders', 'O')","('disorders', 'I')"
"However , adverse effects include cardiac toxicity .","('cardiac', 'B')","('cardiac', 'O')"
"However , adverse effects include cardiac toxicity .","('toxicity', 'I')","('toxicity', 'O')"
"In patients receiving tacrolimus therapy , blood concentration should be carefully controlled and extreme attention paid to cardiac involvement .","('cardiac', 'O')","('cardiac', 'B')"
AMN082 ( 2 . 5 and 5 mg / kg ) reduces apomorphine - induced rotations in unilateral 6 - hydroxydopamine ( 6 - OHDA ) - lesioned rats .,"('hydroxydopamine', 'O')","('hydroxydopamine', 'I')"
Overall these findings suggest that mGlu7 receptor activation can reverse motor dysfunction associated with reduced dopamine activity .,"('motor', 'O')","('motor', 'B')"
Overall these findings suggest that mGlu7 receptor activation can reverse motor dysfunction associated with reduced dopamine activity .,"('dysfunction', 'O')","('dysfunction', 'I')"
Electrocardiographic T and U wave abnormalities were present in most patients .,"('T', 'O')","('T', 'B')"
Electrocardiographic T and U wave abnormalities were present in most patients .,"('and', 'O')","('and', 'I')"
Electrocardiographic T and U wave abnormalities were present in most patients .,"('U', 'O')","('U', 'I')"
Electrocardiographic T and U wave abnormalities were present in most patients .,"('wave', 'O')","('wave', 'I')"
Electrocardiographic T and U wave abnormalities were present in most patients .,"('abnormalities', 'O')","('abnormalities', 'I')"
Mice in the early stage of LP - BM5 MuLV disease were given AZT in their drinking water at 1 . 0 and 2 . 5 mg / ml .,"('LP', 'O')","('LP', 'B')"
Mice in the early stage of LP - BM5 MuLV disease were given AZT in their drinking water at 1 . 0 and 2 . 5 mg / ml .,"('-', 'O')","('-', 'I')"
Mice in the early stage of LP - BM5 MuLV disease were given AZT in their drinking water at 1 . 0 and 2 . 5 mg / ml .,"('BM5', 'O')","('BM5', 'I')"
Mice in the early stage of LP - BM5 MuLV disease were given AZT in their drinking water at 1 . 0 and 2 . 5 mg / ml .,"('MuLV', 'O')","('MuLV', 'I')"
Mice in the early stage of LP - BM5 MuLV disease were given AZT in their drinking water at 1 . 0 and 2 . 5 mg / ml .,"('disease', 'O')","('disease', 'I')"
"Thus , a clear pharmacological differentiation was found between LES and FPS .","('LES', 'O')","('LES', 'B')"
"Thus , a clear pharmacological differentiation was found between LES and FPS .","('FPS', 'O')","('FPS', 'B')"
The nephroprotective effect of coenzyme Q10 was investigated in mice with acute renal injury induced by a single i . p . injection of cisplatin ( 5 mg / kg ) .,"('acute', 'B')","('acute', 'O')"
The nephroprotective effect of coenzyme Q10 was investigated in mice with acute renal injury induced by a single i . p . injection of cisplatin ( 5 mg / kg ) .,"('renal', 'I')","('renal', 'B')"
"Also , histopathological renal tissue damage mediated by cisplatin was ameliorated by coenzyme Q10 treatment .","('renal', 'B')","('renal', 'O')"
"Also , histopathological renal tissue damage mediated by cisplatin was ameliorated by coenzyme Q10 treatment .","('tissue', 'I')","('tissue', 'O')"
"Also , histopathological renal tissue damage mediated by cisplatin was ameliorated by coenzyme Q10 treatment .","('damage', 'I')","('damage', 'O')"
CASE : A 49 - year - old patient experienced chest discomfort while swallowing .,"('chest', 'O')","('chest', 'B')"
CASE : A 49 - year - old patient experienced chest discomfort while swallowing .,"('discomfort', 'O')","('discomfort', 'I')"
The ability of insulin treatment to reverse or prevent the changes in urinary bladder function caused by streptozotocin - induced diabetes mellitus .,"('streptozotocin', 'O')","('streptozotocin', 'B')"
The ability of insulin treatment to reverse or prevent the changes in urinary bladder function caused by streptozotocin - induced diabetes mellitus .,"('diabetes', 'B')","('diabetes', 'I')"
The data indicate that the effects of streptozotocin - induced diabetes on urinary bladder function are both prevented and reversed by insulin treatment .,"('diabetes', 'B')","('diabetes', 'O')"
The age and sex of the control subjects did not differ from those of the methamphetamine dependence patients .,"('methamphetamine', 'O')","('methamphetamine', 'B')"
The age and sex of the control subjects did not differ from those of the methamphetamine dependence patients .,"('dependence', 'O')","('dependence', 'I')"
Long - term prognosis for transplant - free survivors of paracetamol - induced acute liver failure .,"('paracetamol', 'O')","('paracetamol', 'B')"
BACKGROUND : The prognosis for transplant - free survivors of paracetamol - induced acute liver failure remains unknown .,"('paracetamol', 'O')","('paracetamol', 'B')"
"METHODS : We followed up all transplant - free survivors of paracetamol - induced acute liver injury , hospitalized in a Danish national referral centre during 1984 - 2004 .","('paracetamol', 'O')","('paracetamol', 'B')"
We compared age - specific mortality rates from 1 year post - discharge through 2008 between those in whom the liver injury led to an acute liver failure and those in whom it did not .,"('acute', 'B')","('acute', 'O')"
These observations speak against long - term effects of acute liver failure .,"('acute', 'B')","('acute', 'O')"
DESIGN : The medical records of 206 dogs that were treated with CCNU at the Melbourne Veterinary Specialist Centre between February 2002 and December 2007 were retrospectively evaluated .,"('CCNU', 'O')","('CCNU', 'B')"
"Increased extracellular concentrations of uridine ( Urd ) have been reported to reduce , in vitro , azidothymidine ( AZT ) - induced inhibition of human granulocyte - macrophage progenitor cells without impairment of its antihuman immunodeficiency virus ( HIV ) activity .","('immunodeficiency', 'B')","('immunodeficiency', 'I')"
"Increased extracellular concentrations of uridine ( Urd ) have been reported to reduce , in vitro , azidothymidine ( AZT ) - induced inhibition of human granulocyte - macrophage progenitor cells without impairment of its antihuman immunodeficiency virus ( HIV ) activity .","('virus', 'O')","('virus', 'I')"
"Improvement began within 3 to 6 months and consisted of cessation of active cutaneous lesions in all 7 patients , skin softening in 5 , and more normal growth of the affected limb in 2 of 3 children .","('cutaneous', 'O')","('cutaneous', 'B')"
"Improvement began within 3 to 6 months and consisted of cessation of active cutaneous lesions in all 7 patients , skin softening in 5 , and more normal growth of the affected limb in 2 of 3 children .","('lesions', 'O')","('lesions', 'I')"
Both patients had received maximum doses of other beta - lactam antibiotics without evidence of seizure activity .,"('seizure', 'B')","('seizure', 'O')"
We prospectively performed continuous ambulatory ECG monitoring on 25 patients undergoing 5 - FU infusion for treatment of solid tumors in order to assess the incidence of ischemic ST changes .,"('solid', 'O')","('solid', 'B')"
We prospectively performed continuous ambulatory ECG monitoring on 25 patients undergoing 5 - FU infusion for treatment of solid tumors in order to assess the incidence of ischemic ST changes .,"('tumors', 'B')","('tumors', 'I')"
